slno,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,label,event_date,rainfall_eligible,rainfall_mm,rainfall_raw,rainfall_status
23825,MIZ/SER/84A15/2025/113,Mizoram,Serchhip,,Serchhip,23.308778,92.858357,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23826,MIZ/SER/84A15/2025/114,Mizoram,Serchhip,,Serchhip,23.300837,92.855693,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23827,MIZ/SER/84A15/2025/115,Mizoram,Serchhip,,Serchhip,23.300787,92.853572,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23828,MIZ/SER/84A15/2025/116,Mizoram,Serchhip,,Serchhip,23.305323,92.852358,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23830,MIZ/SER/84A15/2025/118,Mizoram,Serchhip,,"Chandmari, Serchhip",23.304746,92.862109,Debris,Slide,08 June 2025,1,2025-06-08,True,25.9,259.0,ok
23831,MIZ/SER/84A15/2025/119,Mizoram,Serchhip,,Serchhip,23.298928,92.857435,Debris,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok
23832,MIZ/SER/84A15/2025/120,Mizoram,Serchhip,,"Chandmari, Serchhip",23.310846,92.858915,Debris,Flow,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23833,MIZ/SER/84A15/2025/121,Mizoram,Serchhip,,"Chandmari, Serchhip",23.311335,92.858026,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23835,MIZ/SER/84A15/2025/123,Mizoram,Serchhip,,"Saron, Serchhip",23.3057,92.852802,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23836,MIZ/SER/84A15/2025/124,Mizoram,Serchhip,,"Chhim Veng, Serchhip",23.307093,92.856289,Debris,Slide,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok
23837,MIZ/SER/84A15/2025/125,Mizoram,Serchhip,,"Chhim Veng, Serchhip",23.307524,92.857678,Debris,Subsidence,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok
23838,MIZ/SER/84A15/2025/126,Mizoram,Serchhip,,"Chhim Veng, Serchhip",23.305939,92.857538,Debris,Flow,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok
23839,MIZ/SER/84A15/2025/127,Mizoram,Serchhip,,"Dinthar, Serchhip",23.303906,92.853173,Debris,Flow,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok
23840,MIZ/SER/84A15/2025/128,Mizoram,Serchhip,,"Dinthar, Serchhip",23.301381,92.853078,Debris,Flow,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23841,MIZ/SER/84A15/2025/129,Mizoram,Serchhip,,"Dinthar, Serchhip",23.299628,92.855609,Debris,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok
23842,MIZ/SER/84A15/2025/130,Mizoram,Serchhip,,"Dinthar, Serchhip",23.298137,92.857412,Earth,Slide,29 May 2025,1,2025-05-29,True,47.7,477.0,ok
23843,MIZ/SER/84A15/2025/131,Mizoram,Serchhip,,Serchhip,23.293453,92.858089,Debris,Slide,30 May 2025,1,2025-05-30,True,209.0,2090.0,ok
23845,MIZ/SER/84A15/2025/133,Mizoram,Serchhip,,"Dinthar, Serchhip",23.298166,92.858694,Earth,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok
23846,MIZ/SER/84A15/2025/134,Mizoram,Serchhip,,New Serchhip,23.346456,92.851511,Debris,Slide,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok
23847,MIZ/SER/84A15/2025/135,Mizoram,Serchhip,,New Serchhip,23.3466,92.854847,Debris,Slide,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok
23849,MIZ/SER/84A15/2025/137,Mizoram,Serchhip,,Serchhip Bypass road,23.301587,92.868485,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23850,MIZ/SER/84A15/2025/138,Mizoram,Serchhip,,Serchhip Bypass road,23.313996,92.863984,Debris,Flow,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23852,MIZ/SER/84A15/2025/140,Mizoram,Serchhip,,Serchhip Bypass road,23.3228,92.862406,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok
23853,MIZ/SER/84A15/2025/141,Mizoram,Serchhip,,NH 54,23.286141,92.868152,Debris,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok
23854,MIZ/SER/84A15/2025/142,Mizoram,Serchhip,,NH 54,23.281219,92.869608,Debris,Flow,31 May 2025,1,2025-05-31,True,50.1,501.0,ok
23855,MIZ/SER/84A15/2025/143,Mizoram,Serchhip,,NH 54,23.274148,92.871011,Debris,Flow,31 May 2025,1,2025-05-31,True,50.1,501.0,ok
23856,MIZ/SER/84A15/2025/144,Mizoram,Serchhip,,NH 54,23.272548,92.874296,Earth,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok
23857,MIZ/SER/84A15/2025/145,Mizoram,Serchhip,,NH 54,23.271227,92.874544,Debris,Slide,01 June 2025,1,2025-06-01,True,124.5,1245.0,ok
23858,MIZ/SER/84A15/2025/146,Mizoram,Serchhip,,NH 54,23.270548,92.877577,Debris,Flow,01 June 2025,1,2025-06-01,True,124.5,1245.0,ok
23859,MIZ/SER/84A15/2025/147,Mizoram,Serchhip,,NH 54,23.67701,92.87895,Debris,Flow,01 June 2025,1,2025-06-01,True,126.6,1266.0,ok
23860,MIZ/SER/84A16/2025/148,Mizoram,Serchhip,,Keitum,23.243855,92.905242,Debris,Slide,31 May 2025,1,2025-05-31,True,52.6,526.0,ok
23861,MIZ/SER/84A15/2025/149,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.286735,92.85703,Debris,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok
23862,MIZ/SER/84A15/2025/150,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.284565,92.857096,Debris,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok
23863,MIZ/SER/84A15/2025/151,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.281443,92.840145,Debris,Slide,01 June 2025,1,2025-06-01,True,124.5,1245.0,ok
23864,MIZ/SER/84A15/2025/152,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.280947,92.8367,Rock,Slide,01 June 2025,1,2025-06-01,True,124.5,1245.0,ok
23865,MIZ/SER/84A15/2025/153,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.288276,92.830821,Debris,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok
23866,MIZ/SER/84A11/2025/154,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.293863,92.741368,Debris,slide,01 June 2025,1,2025-06-01,True,130.1,1301.0,ok
23867,MIZ/SER/84A11/2025/155,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.295774,92.740012,Debris,slide,01 June 2025,1,2025-06-01,True,130.1,1301.0,ok
23868,MIZ/SER/84A11/2025/156,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.30265,92.742945,Debris,slide,01 June 2025,1,2025-06-01,True,124.7,1247.0,ok
23869,MIZ/SER/84A11/2025/157,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.307135,92.707624,Debris,Flow,31 May 2025,1,2025-05-31,True,49.8,498.0,ok
23870,MIZ/SER/84A11/2025/158,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.306409,92.706083,Debris,Slide,31 May 2025,1,2025-05-31,True,49.8,498.0,ok
23871,MIZ/SER/84A11/2025/159,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.306012,92.704212,Debris,Flow,31 May 2025,1,2025-05-31,True,49.8,498.0,ok
23872,MIZ/SER/84A11/2025/160,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.300291,92.69577,Debris,Flow,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok
23873,MIZ/SER/84A11/2025/161,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.299806,92.694901,Debris,Flow,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok
23874,MIZ/SER/84A11/2025/162,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.299312,92.692614,Debris,Flow,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok
23875,MIZ/LUNG/84A11/2025/163,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.297521,92.689449,Debris,Flow,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok
23876,MIZ/LUNG/84A11/2025/164,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.30374,92.672816,Debris,Slide,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok
23877,MIZ/LUNG/84A11/2025/165,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.304123,92.671521,Debris,Flow,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok
23878,MIZ/LUNG/84A11/2025/166,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.306105,92.671296,Debris,Flow,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok
23879,MIZ/LUNG/84A11/2025/167,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.306338,92.666573,Debris,Flow,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok
23880,MIZ/LUNG/84A11/2025/168,Mizoram,Lunglei,,New Khawlek,23.32044,92.643229,Debris,Slide,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok
23881,MIZ/LUNG/84A11/2025/169,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.301901,92.649401,Debris,Slide,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok
23882,MIZ/LUNG/84A12/2025/170,Mizoram,Lunglei,,Buarpui,23.246611,92.655112,Debris,Slide,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok
23883,MIZ/LUNG/84A12/2025/171,Mizoram,Lunglei,,West Bungtlang to Changpui road,23.2388,92.636923,Earth,Slide,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok
23884,MIZ/LUNG/84A12/2025/172,Mizoram,Lunglei,,West Bungtlang to Changpui road,23.234538,92.637234,Debris,Slide,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok
23885,MIZ/LUNG/84A12/2025/173,Mizoram,Lunglei,,West Bungtlang to Changpui road,23.206413,92.632701,Debris,Slide,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok
23886,MIZ/LUNG/84A12/2025/174,Mizoram,Lunglei,,West Bungtlang to Changpui road,23.197283,92.632661,Earth,Slide,01 June 2025,1,2025-06-01,True,120.7,1207.0,ok
23887,MIZ/LUNG/84A12/2025/175,Mizoram,Lunglei,,Changpui,23.174558,92.612556,Earth,Slide,01 June 2025,1,2025-06-01,True,120.7,1207.0,ok
23888,MIZ/LUNG/84A12/2025/176,Mizoram,Lunglei,,Changpui,23.1739,92.611378,Debris,Slide,01 June 2025,1,2025-06-01,True,120.7,1207.0,ok
23889,MIZ/LUNG/84A12/2025/177,Mizoram,Lunglei,,Changpui,23.173258,92.611929,Debris,Flow,01 June 2025,1,2025-06-01,True,120.7,1207.0,ok
23890,MIZ/LUNG/84A12/2025/178,Mizoram,Lunglei,,Changpui,23.17252,92.611434,Debris,Flow,01 June 2025,1,2025-06-01,True,120.7,1207.0,ok
23891,MIZ/LUNG/84A12/2025/179,Mizoram,Lunglei,,Changpui,23.172659,92.611828,Earth,Slide,01 June 2025,1,2025-06-01,True,120.7,1207.0,ok
23892,MIZ/LUNG/84A12/2025/180,Mizoram,Lunglei,,Thenhlum,23.198272,92.589291,Earth,Slide,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok
23893,MIZ/LUNG/84A12/2025/181,Mizoram,Lunglei,,Thenhlum,23.198961,92.590043,Earth,Slide,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok
23894,MIZ/LUNG/84A12/2025/182,Mizoram,Lunglei,,Thenhlum,23.199095,92.586671,Earth,Flow,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok
23895,MIZ/LUNG/84A12/2025/183,Mizoram,Lunglei,,Thenhlum,23.199415,92.585883,Earth,Flow,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok
23896,MIZ/LUNG/84A12/2025/184,Mizoram,Lunglei,,Thenhlum,23.200105,92.584517,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23897,MIZ/LUNG/84A12/2025/185,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.200655,92.5813,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23898,MIZ/LUNG/84A12/2025/186,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.201843,92.579666,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23899,MIZ/LUNG/84A12/2025/187,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.202247,92.57903,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23900,MIZ/LUNG/84A12/2025/188,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.203107,92.577972,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23901,MIZ/LUNG/84A12/2025/189,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.203903,92.576807,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23902,MIZ/LUNG/84A12/2025/190,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.204282,92.576174,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23903,MIZ/LUNG/84A12/2025/191,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.204481,92.575792,Earth,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23904,MIZ/LUNG/84A12/2025/192,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.205193,92.574684,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23905,MIZ/LUNG/84A12/2025/193,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.214589,92.572672,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23906,MIZ/LUNG/84A12/2025/194,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.212919,92.558022,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23907,MIZ/LUNG/84A12/2025/195,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.207082,92.509726,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23908,MIZ/LUNG/84A12/2025/196,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.195616,92.546251,Debris,Slide,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok
23909,MIZ/LUNG/84A12/2025/197,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.19796,92.543304,Debris,Slide,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok
23910,MIZ/LUNG/84A12/2025/198,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.190022,92.554302,Debris,Flow,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok
23911,MIZ/LUNG/84A12/2025/199,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.21035,92.539589,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23912,MIZ/LUNG/84A12/2025/200,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.208921,92.541174,Earth,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23913,MIZ/LUNG/84A12/2025/201,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.208823,92.53749,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23914,MIZ/LUNG/84A12/2025/202,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.206239,92.491221,Debris,Slide,01 June 2025,1,2025-06-01,True,128.3,1283.0,ok
23915,MIZ/LUNG/84A12/2025/203,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.20549,92.543278,Earth,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23916,MIZ/LUNG/84A12/2025/204,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.219631,92.563324,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23917,MIZ/LUNG/84A12/2025/205,Mizoram,Lunglei,,Tleu,23.204981,92.534603,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23918,MIZ/LUNG/84A12/2025/206,Mizoram,Lunglei,,Tleu,23.206253,92.533605,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23919,MIZ/LUNG/84A12/2025/207,Mizoram,Lunglei,,Tleu to West Bunghmun,23.209857,92.500587,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23920,MIZ/LUNG/84A08/2025/208,Mizoram,Lunglei,,Tleu to West Bunghmun,23.206239,92.491221,Debris,Slide,01 June 2025,1,2025-06-01,True,128.3,1283.0,ok
23921,MIZ/LUNG/84A08/2025/209,Mizoram,Lunglei,,Tleu to West Bunghmun,23.199961,92.488796,Debris,Slide,01 June 2025,1,2025-06-01,True,121.3,1213.0,ok
23922,MIZ/LUNG/84A08/2025/210,Mizoram,Lunglei,,West Bunghmun,23.17824,92.491031,Debris,Slide,01 June 2025,1,2025-06-01,True,121.3,1213.0,ok
23923,MIZ/LUNG/84A08/2025/211,Mizoram,Lunglei,,West Bunghmun,23.180969,92.488193,Debris,Slide,01 June 2025,1,2025-06-01,True,121.3,1213.0,ok
23924,MIZ/LUNG/84A08/2025/212,Mizoram,Lunglei,,West Bunghmun cemetary,23.180354,92.486971,Debris,Slide,01 June 2025,1,2025-06-01,True,121.3,1213.0,ok
23925,MIZ/LUNG/84A08/2025/213,Mizoram,Lunglei,,West Bunghmun,23.182466,92.487731,Debris,Flow,01 June 2025,1,2025-06-01,True,121.3,1213.0,ok
23926,MIZ/LUNG/84A12/2025/214,Mizoram,Lunglei,,Tleu,23.204706,92.533825,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok
23927,MIZ/LUNG/84A11/2025/215,Mizoram,Lunglei,,West Bungtlang,23.251004,92.63667,Debris,Flow,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok
23928,MIZ/SER/84A16/2025/216,Mizoram,Serchhip,,Keitum,23.234898,92.911307,Earth,Slide,01 June 2025,1,2025-06-01,True,118.4,1184.0,ok
23929,MIZ/SER/84A16/2025/217,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.225619,92.924909,Earth,Slide,01 June 2025,1,2025-06-01,True,118.4,1184.0,ok
23930,MIZ/SER/84A16/2025/218,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.223807,92.944448,Debris,Flow,01 June 2025,1,2025-06-01,True,118.4,1184.0,ok
23931,MIZ/SER/84A16/2025/219,Mizoram,Serchhip,,Khawlailung,23.21795,92.998007,Debris,Slide,01 June 2025,1,2025-06-01,True,118.4,1184.0,ok
23932,MIZ/SER/84A16/2025/220,Mizoram,Serchhip,,Khawlailung,23.217324,92.99812,Debris,Flow,01 June 2025,1,2025-06-01,True,118.4,1184.0,ok
23933,MIZ/SER/84E04/2025/221,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.19917,93.000199,Debris,Flow,01 June 2025,1,2025-06-01,True,117.6,1176.0,ok
23934,MIZ/SER/84E04/2025/222,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.1915,93.011024,Debris,Slide,31 May 2025,1,2025-05-31,True,37.8,378.0,ok
23935,MIZ/SER/84E04/2025/223,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.183361,93.066742,Debris,Slide,31 May 2025,1,2025-05-31,True,37.8,378.0,ok
23937,MIZ/KHAW/84E04/2025/225,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.229765,93.127521,Earth,Slide,31 May 2025,1,2025-05-31,True,35.2,352.0,ok
23938,MIZ/KHAW/84E04/2025/226,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.2066,93.148665,Debris,Slide,01 June 2025,1,2025-06-01,True,101.4,1014.0,ok
23939,MIZ/KHAW/84E04/2025/227,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.197704,93.163019,Debris,Slide,31 May 2025,1,2025-05-31,True,30.4,304.0,ok
23940,MIZ/CHAM/84E04/2025/228,Mizoram,Champhai,,Serchhip to Vaphai road,23.198136,93.166988,Debris,Flow,01 June 2025,1,2025-06-01,True,103.1,1031.0,ok
23941,MIZ/CHAM/84E04/2025/229,Mizoram,Champhai,,Serchhip to Vaphai road,23.177311,93.198157,Debris,Flow,01 June 2025,1,2025-06-01,True,103.1,1031.0,ok
23943,MIZ/KHAW/84E08/2025/231,Mizoram,Khawzawl,,Vaphai,23.14788,93.323791,Debris,Slide,01 June 2025,1,2025-06-01,True,80.6,806.0,ok
23944,MIZ/KHAW/84E03/2025/232,Mizoram,Khawzawl,,NH 6,23.486306,93.220639,Debris,Slide,12 June 2025,1,2025-06-12,True,0.0,0.0,ok
23945,MIZ/KHAW/84E02/2025/233,Mizoram,Khawzawl,,NH 6,23.544052,93.155591,Debris,Slide,14 June 2025,1,2025-06-14,True,15.2,152.0,ok
23946,MIZ/KHAW/84E02/2025/234,Mizoram,Khawzawl,,NH 6,23.545766,93.147931,Debris,Slide,14 June 2025,1,2025-06-14,True,15.2,152.0,ok
23947,MIZ/KHAW/84E02/2025/235,Mizoram,Khawzawl,,NH 6,23.5266,93.192968,Debris,Slide,14 June 2025,1,2025-06-14,True,15.2,152.0,ok
23948,MIZ/SAI/84A14/2025/236,Mizoram,Saitual,,NH 6,23.667553,92.89259,Rock,Slide,15 June 2025,1,2025-06-15,True,54.3,543.0,ok
23949,MIZ/SAI/84A14/2025/237,Mizoram,Saitual,,outside Maite,23.527592,92.984969,Debris,Subsidence,31 May 2025,1,2025-05-31,True,38.2,382.0,ok
23950,MIZ/AIZ/84A14/2025/238,Mizoram,Aizawl,,NH 6,23.700835,92.877449,Debris,Slide,15 June 2025,1,2025-06-15,True,72.5,725.0,ok
23951,MIZ/AIZ/84A13/2025/239,Mizoram,Aizawl,,Sesawng,23.760466,92.848969,Debris,Flow,31 May 2025,1,2025-05-31,True,84.1,841.0,ok
23952,MIZ/AIZ/84A13/2025/240,Mizoram,Aizawl,,Mualmam,23.807952,92.834037,Earth,Slide,01 June 2025,1,2025-06-01,True,83.0,830.0,ok
23953,MIZ/AIZ/83D15/2025/241,Mizoram,Aizawl,,Zohmun,24.285871,92.94599,Debris,Slide,14 June 2025,1,2025-06-14,True,28.1,281.0,ok
23954,MIZ/AIZ/83D15/2025/242,Mizoram,Aizawl,,Zohmun,24.288014,92.946017,Earth,Slide,14 June 2025,1,2025-06-14,True,28.1,281.0,ok
23955,MIZ/AIZ/83D15/2025/243,Mizoram,Aizawl,,Mauchar,24.354658,92.925511,Debris,Slide,29 May 2025,1,2025-05-29,True,31.0,310.0,ok
23956,MIZ/AIZ/83D15/2025/244,Mizoram,Aizawl,,Mauchar,24.365715,92.930137,Debris,Slide,01 June 2025,1,2025-06-01,True,38.6,386.0,ok
23957,MIZ/AIZ/84A14/2025/245,Mizoram,Aizawl,,Sesawng,23.747519,92.853155,Debris,Slide,15 June 2025,1,2025-06-15,True,72.5,725.0,ok
23958,MZ/LUN/84B09/2017/0001,Mizoram,Lunglei,Phairuangkai Slide,"Phairuangkai-West Rotlang road, ChangpuiVeng, Phairuangkai.",22.82104167,92.63873333,Soil,Flow,12 June 2017,1,2017-06-12,True,136.5,1365.0,ok
23963,Mizoram/Aizawl/84A09/2018/0 02,Mizoram,Aizawl,Selesih Slide,"Near the Auditorium of Central Agricultural University (College of Veterinary Science and Animal Husbandry), Selesih village, Aizawl District, Mizoram",24.80375556,92.733375,Rock,Creep,28 April 2018,1,2018-04-28,True,2.7,27.0,ok
23966,Mizoram/Aizawl/84A14/2020/0 01,Mizoram,Aizawl,Zemabawk landslide,"Zemabawk area near Bharat Petroleum, Zemabawk, along NH6/306A Aizawl-Seling- Champhai road",24.73197222,92.75988889,Rock,Slide,2 February 2020,1,2020-02-02,True,0.0,0.0,ok
23971,MZ/AZL/84A/10/2023/01,Mizoram,Aizawl,Vaivakawn landslide,"Vaivakawn, Aizawl",23.74150833,92.70785833,Rock,Slide,04 June 2023,1,2023-06-04,True,0.0,0.0,ok
23976,MZ-31/2011,Mizoram,Aizawl,Naizawl rock fall,,23.70213889,92.71822222,,,22 May 2011,1,2011-05-22,True,0.7,7.0,ok
23979,MZ/AZL/84A10/2016/01,Mizoram,Aizawl,Tlungvel slide,Tlungvel-Seling main road,23.60830556,92.85058333,Earth,Slide,17 September 2016,1,2016-09-17,True,5.9,59.0,ok
23980,MZ/AZL/84A10/2016/02,Mizoram,Aizawl,Tlungvel Presbyterian church slide,Tlungvel village (near the Presbyterian church),23.61372222,92.85188889,Soil (insitu soil + regolith),Flow,17 September 2016,1,2016-09-17,True,5.9,59.0,ok
23986,MIZ/AZL/84A11/2025/010,Mizoram,Aizawl,,Thiak road,23.4688,92.7208,Debris,slide,02 January 2025,1,2025-01-02,True,0.0,0.0,ok
23992,MIZ/AZL/84A11/2025/020,Mizoram,Aizawl,,Thiak to N. Lungsai (Aizawl- Thenzawl-Lunglei SH),23.4807,92.7025,Debris,Slide,13 September 2025,1,2025-09-13,True,18.6,186.0,ok
23993,MIZ/AZL/84A11/2025/021,Mizoram,Aizawl,,Thiak to N. Lungsai (Aizawl- Thenzawl-Lunglei SH),23.4855,92.7033,Debris,Slide,02 July 2024,1,2024-07-02,True,39.6,396.0,ok
23995,MIZ/AZL/84A11/2025/023,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei SH,23.4946,92.7044,Debris,Slide,25 August 2024,1,2024-08-25,True,10.7,107.0,ok
23999,MIZ/SER/84A12/2025/027,Mizoram,Serchhip,,Aizawl-Thenzawl-Lunglei SH,23.239287,92.74818,Debris,Slide,02 June 2025,1,2025-06-02,True,2.4,24.0,ok
24000,MIZ/SER/84A12/2025/028,Mizoram,Serchhip,,Buangpui,23.237356,92.744978,Earth,Slide,05 June 2025,1,2025-06-05,True,0.0,0.0,ok
24002,MIZ/LUN/84A12/2025/030,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei SH,23.230114,92.740067,Earth,Slide,02 June 2025,1,2025-06-02,True,2.4,24.0,ok
24003,MIZ/LUN/84A12/2025/031,Mizoram,Lunglei,,2 kms north of Kanghmun S,23.229731,92.73968,Earth,Slide,24 May 2025,1,2025-05-24,True,0.5,5.0,ok
24004,MIZ/LUN/84A12/2025/032,Mizoram,Lunglei,,Outside Kanghmun S,23.226843,92.740266,Earth,Slide,02 June 2025,1,2025-06-02,True,2.4,24.0,ok
24005,MIZ/LUN/84A12/2025/033,Mizoram,Lunglei,,Kanghmun S,23.225357,92.74039,Earth,Slide,06 June 2025,1,2025-06-06,True,0.4,4.0,ok
24007,MIZ/LUN/84A12/2025/037,Mizoram,Lunglei,,Outside Kanghmun S Aizawl- Thenzawl-Lunglei SH,23.204595,92.73861,Debris,Slide,3 June 2025,1,2025-06-03,True,57.3,573.0,ok
24014,MIZ/LUN/84A12/2025/044,Mizoram,Lunglei,,South of Kanghmun S,23.201335,92.734857,Rock,Slide,02 June 2025,1,2025-06-02,True,2.4,24.0,ok
24015,MIZ/LUN/84A12/2025/045,Mizoram,Lunglei,,South of Kanghmun S,23.201614,92.734453,Rock,Slide,02 June 2025,1,2025-06-02,True,2.4,24.0,ok
24016,MIZ/LUN/84A12/2025/046,Mizoram,Lunglei,,South of Kanghmun S,23.201759,92.734328,Rock,Slide,02 June 2025,1,2025-06-02,True,2.4,24.0,ok
