slno,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,label,event_date,rainfall_eligible,rainfall_mm,rainfall_raw,rainfall_status
22776,MZ/AZL/84A10/2024/076,Mizoram,Aizawl,,"Hlimen, Aizawl",23.684301,92.715511,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22777,MZ/AZL/84A10/2024/077,Mizoram,Aizawl,,"World Bank Road, Kulikawn East, Aizawl",23.70638889,92.72055556,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22778,MZ/AZL/84A10/2024/078,Mizoram,Aizawl,,"World Bank Road, Aizawl",23.70416667,92.72,Rock,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22779,MZ/AZL/84A10/2024/079,Mizoram,Aizawl,,"World Bank Road, Aizawl",23.70305556,92.72055556,Debris,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22780,MZ/AZL/84A10/2024/080,Mizoram,Aizawl,,"World Bank Road and Saikhamakawn, Aizawl",23.69333333,92.72055556,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22782,MZ/AZL/84A10/2024/082,Mizoram,Aizawl,,"World Bank Road, Aizawl",23.69,92.72361111,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22783,MZ/AZL/84A10/2024/083,Mizoram,Aizawl,,"World Bank Road, Aizawl",23.68361111,92.72277778,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22784,MZ/AZL/84A10/2024/084,Mizoram,Aizawl,,"Melthum, Aizawl-Thenzawl- Lunglei Highway",23.67611111,92.71972222,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22785,MZ/AZL/84A10/2024/085,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.67138889,92.72361111,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22786,MZ/AZL/84A10/2024/086,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.66694444,92.72194444,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22787,MZ/AZL/84A10/2024/087,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.66666667,92.72388889,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22788,MZ/AZL/84A10/2024/088,Mizoram,Aizawl,,Hualngohmun Bifurcation,23.66027778,92.72694444,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22790,MZ/AZL/84A10/2024/090,Mizoram,Aizawl,,"Melriat Bazar, Aizawl",23.64388889,92.72583333,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22791,MZ/AZL/84A10/2024/091,Mizoram,Aizawl,,"Kelsih, Aizawl",23.635,92.72361111,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22792,MZ/AZL/84A15/2024/092,Mizoram,Aizawl,,"Chamring to Hmuifang Road, Aizawl",23.43277778,92.76111111,Debris,Slide,28 May 2024,1,2024-05-28,True,84.4,844.0,ok
22793,MZ/AZL/84A10/2024/093,Mizoram,Aizawl,,"Midum Kham, Sumsuih",23.46777778,92.74111111,Debris,Slide,28 May 2024,1,2024-05-28,True,84.4,844.0,ok
22794,MZ/AZL/84A11/2024/094,Mizoram,Aizawl,,"Thiak, Aizawl",23.46805556,92.71638889,Debris,Flow,28 May 2024,1,2024-05-28,True,84.4,844.0,ok
22795,MZ/AZL/84A11/2024/095,Mizoram,Aizawl,,"Thiak, Aizawl",23.4725,92.71444444,Earth,Slide,28 May 2024,1,2024-05-28,True,84.4,844.0,ok
22797,MZ/AZL/84A11/2024/097,Mizoram,Aizawl,,Thiak to Maubuang,23.49,92.70555556,Debris,Complex,28 May 2024,1,2024-05-28,True,84.4,844.0,ok
22798,MZ/AZL/84A11/2024/098,Mizoram,Aizawl,,Thiak to Maubuang,23.49722222,92.70333333,Debris,Slide,28 May 2024,1,2024-05-28,True,84.4,844.0,ok
22799,MZ/AZL/84A10/2024/099,Mizoram,Aizawl,,Maubuang to Sateek,23.51361111,92.69833333,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok
22800,MZ/AZL/84A10/2024/100,Mizoram,Aizawl,,Sateek,23.53666667,92.6975,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok
22801,MZ/AZL/84A10/2024/101,Mizoram,Aizawl,,Sateek,23.54166667,92.70194444,Debris,Flow,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22802,MZ/AZL/84A10/2024/102,Mizoram,Aizawl,,Sateek,23.54277778,92.70333333,Earth,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22803,MZ/AZL/84A10/2024/103,Mizoram,Aizawl,,Phulpui,23.52944444,92.72944444,Debris,Flow,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22804,MZ/AZL/84A10/2024/104,Mizoram,Aizawl,,Phulpui,23.53083333,92.73055556,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22805,MZ/AZL/84A10/2024/105,Mizoram,Aizawl,,Phulpui,23.53111111,92.73361111,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22806,MZ/AZL/84A10/2024/106,Mizoram,Aizawl,,Phulpui,23.53083333,92.73333333,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22807,MZ/AZL/84A10/2024/107,Mizoram,Aizawl,,Aibawk,23.56388889,92.70805556,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22808,MZ/AZL/84A10/2024/108,Mizoram,Aizawl,,Aibawk,23.56416667,92.70805556,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22809,MZ/AZL/84A10/2024/109,Mizoram,Aizawl,,Aibawk,23.565,92.70777778,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22810,MZ/AZL/84A10/2024/110,Mizoram,Aizawl,,Aibawk,23.56666667,92.70888889,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22811,MZ/AZL/84A09/2024/111,Mizoram,Aizawl,,"BSUP, Durtlang",23.77305556,92.74361111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22812,MZ/AZL/84A13/2024/112,Mizoram,Aizawl,,Muthi,23.77472222,92.76194444,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22813,MZ/AZL/84A13/2024/113,Mizoram,Aizawl,,Muthi,23.77361111,92.76111111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22814,MZ/AZL/84A10/2024/114,Mizoram,Aizawl,,"Zuangtui, Aizawl",23.74861111,92.73861111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22815,MZ/AZL/84A10/2024/115,Mizoram,Aizawl,,Muallungthu,23.61,92.72083333,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22816,MZ/AZL/84A10/2024/116,Mizoram,Aizawl,,Muallungthu,23.60666667,92.72305556,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22817,MZ/AZL/84A10/2024/117,Mizoram,Aizawl,,Tachhip,23.5925,92.71666667,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22818,MZ/AZL/84A10/2024/118,Mizoram,Aizawl,,Tachhip,23.58722222,92.71361111,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22819,MZ/AZL/84A10/2024/119,Mizoram,Aizawl,,Tachhip,23.57694444,92.71305556,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22820,MZ/AZL/84A10/2024/121,Mizoram,Aizawl,,Tachhip,23.58027778,92.715,Earth,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22821,MZ/AZL/84A10/2024/122,Mizoram,Aizawl,,Tachhip,23.58138889,92.71416667,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22822,MZ/AZL/84A10/2024/123,Mizoram,Aizawl,,Tachhip,23.58694444,92.7175,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22823,MZ/AZL/84A10/2024/124,Mizoram,Aizawl,,Tachhip,23.58555556,92.71583333,Debris,Complex,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22824,MZ/AZL/84A10/2024/125,Mizoram,Aizawl,,Tachhip,23.58583333,92.71638889,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22825,MZ/AZL/84A10/2024/126,Mizoram,Aizawl,,Tachhip,23.58638889,92.71583333,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
22826,MZ/AZL/84A10/2024/127,Mizoram,Aizawl,,Hualngohmun,23.65388889,92.72444444,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22827,MZ/AZL/84A10/2024/128,Mizoram,Aizawl,,Hualngohmun,23.65416667,92.71777778,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22828,MZ/AZL/84A10/2024/129,Mizoram,Aizawl,,Melriat to Samtlang road,23.655,92.71444444,Rock,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22829,MZ/AZL/84A10/2024/130,Mizoram,Aizawl,,Melriat to Samtlang road,23.65416667,92.69,Debris,Slide,28 May 2024,1,2024-05-28,True,65.6,656.0,ok
22830,MZ/AZL/84A10/2024/131,Mizoram,Aizawl,,N Lungleng,23.66055556,92.67277778,Earth,Slide,28 May 2024,1,2024-05-28,True,65.6,656.0,ok
22831,MZ/AZL/84A10/2024/132,Mizoram,Aizawl,,N Lungleng,23.66083333,92.67277778,Debris,Slide,28 May 2024,1,2024-05-28,True,65.6,656.0,ok
22832,MZ/AZL/84A10/2024/133,Mizoram,Aizawl,,N Lungleng,23.65777778,92.67444444,Earth,Slide,28 May 2024,1,2024-05-28,True,65.6,656.0,ok
22833,MZ/AZL/84A10/2024/134,Mizoram,Aizawl,,Samtlang Junction,23.65861111,92.70583333,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22834,MZ/AZL/84A10/2024/135,Mizoram,Aizawl,,Melthum,23.68143611,92.72144167,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
22835,MZ/AZL/84A14/2024/136,Mizoram,Aizawl,,Zemabawk to Tuirial Airfield,23.73555556,92.78833333,Rock,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22836,MZ/AZL/84A14/2024/137,Mizoram,Aizawl,,Tuirial,23.72694444,92.79527778,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22837,MZ/AZL/84A14/2024/138,Mizoram,Aizawl,,Tuirial Airfield,23.73277778,92.79722222,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22838,MZ/AZL/84A14/2024/139,Mizoram,Aizawl,,Tuirial Airfield Cemetery,23.73416667,92.79861111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22839,MZ/AZL/84A14/2024/140,Mizoram,Aizawl,,Tuirial Airfield,23.74555556,92.79444444,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22840,MZ/AZL/84A14/2024/141,Mizoram,Aizawl,,Tuirial Airfield,23.73666667,92.79722222,Debris,Subsidence,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22841,MZ/AZL/84A14/2024/142,Mizoram,Aizawl,,Tuirial Airfield,23.73638889,92.79805556,Earth,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22842,MZ/AZL/84A14/2024/143,Mizoram,Aizawl,,Tuirial Airfield,23.73583333,92.79888889,Earth,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22843,MZ/AZL/84A14/2024/144,Mizoram,Aizawl,,Tuirial Airfield,23.73638889,92.8,Earth,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22844,MZ/AZL/84A14/2024/145,Mizoram,Aizawl,,Tuirial Airfield,23.73555556,92.80027778,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok
22845,MZ/AZL/84A14/2024/146,Mizoram,Aizawl,,Tuirial,23.71972222,92.79777778,Earth,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
22846,MZ/AZL/84A14/2024/0147,Mizoram,Aizawl,,Tuirial,23.72222222,92.80138889,Rock,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok
22848,MZ/AZL/84A14/2024/149,Mizoram,Aizawl,,Seling to Sesawng,23.73305556,92.84777778,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok
22849,MZ/AZL/84A13/2024/150,Mizoram,Aizawl,,Sesawng,23.76083333,92.8475,Debris,Slide,28 May 2024,1,2024-05-28,True,71.0,710.0,ok
22850,MZ/AZL/84A13/2024/151,Mizoram,Aizawl,,Khawruhlian,23.86972222,92.87611111,Debris,Slide,28 May 2024,1,2024-05-28,True,81.7,817.0,ok
22851,MZ/AZL/84A13/2024/152,Mizoram,Aizawl,,Mualmam,23.80750556,92.83417222,Earth,Slide,28 May 2024,1,2024-05-28,True,81.7,817.0,ok
22852,MZ/SER/84A15/2024/153,Mizoram,Serchhip,,Chhingchhip NH,23.47694444,92.857846,Debris,Slide,28 May 2024,1,2024-05-28,True,96.5,965.0,ok
22853,MZ/SER/84A15/2024/154,Mizoram,Serchhip,,"Venglai , Chhingchhip",23.471041,92.85503,Debris,Slide,28 May 2024,1,2024-05-28,True,96.5,965.0,ok
22854,MZ/SER/84A15/2024/155,Mizoram,Serchhip,,"Venglai, Chhingchhip",23.465558,92.855991,Debris,Slide,28 May 2024,1,2024-05-28,True,96.5,965.0,ok
22855,MZ/SER/84A15/2024/156,Mizoram,Serchhip,,"Venglai, Chhingchhip",23.463164,92.854672,Debris,Slide,28 May 2024,1,2024-05-28,True,96.5,965.0,ok
22856,MZ/SER/84A15/2024/157,Mizoram,Serchhip,,"Hmar Veng, Serchhip",23.31259,92.856415,Debris,Slide,28 May 2024,1,2024-05-28,True,109.9,1099.0,ok
22857,MZ/SER/84A15/2024/158,Mizoram,Serchhip,,"NH, Serchhip",23.288812,92.864763,Debris,Slide,28 May 2024,1,2024-05-28,True,101.0,1010.0,ok
22858,MZ/SER/84A15/2024/159,Mizoram,Serchhip,,"NH, Serchhip",23.281264,92.869279,Debris,Slide,28 May 2024,1,2024-05-28,True,101.0,1010.0,ok
22859,MZ/SER/84A15/2024/160,Mizoram,Serchhip,,"S Chhiahtlang , Near VCP house",23.379441,92.844081,Debris,Slide,28 May 2024,1,2024-05-28,True,109.9,1099.0,ok
22860,MZ/SER/84A15/2024/161,Mizoram,Serchhip,,"S Chhiahtlang, Kawn Veng",23.38151,92.844938,Debris,Slide,28 May 2024,1,2024-05-28,True,109.9,1099.0,ok
22861,MZ/SER/84A15/2024/162,Mizoram,Serchhip,,"S Chhiahtlang, Kawn Veng",23.382175,92.843876,Debris,Slide,28 May 2024,1,2024-05-28,True,109.9,1099.0,ok
22862,MZ/SER/84A15/2024/163,Mizoram,Serchhip,,N Chhiahtlang,23.382772,92.845187,Debris,Slide,28 May 2024,1,2024-05-28,True,109.9,1099.0,ok
22863,MZ/SER/84A15/2024/164,Mizoram,Serchhip,,"N Chhiahtlang, towards Jail road",23.381533,92.854115,Debris,Slide,28 May 2024,1,2024-05-28,True,109.9,1099.0,ok
22864,MZ/SER/84A15/2024/165,Mizoram,Serchhip,,Chhiahtlang,23.387941,92.842291,Debris,Slide,28 May 2024,1,2024-05-28,True,109.9,1099.0,ok
22865,MZ/SER/84A16/2024/166,Mizoram,Serchhip,,Keitum,23.237077,92.910043,Debris,Slide,28 May 2024,1,2024-05-28,True,87.2,872.0,ok
22866,MZ/SER/84E04/2024/167,Mizoram,Serchhip,,N Vanlaiphai,23.126631,93.064946,Debris,Slide,28 May 2024,1,2024-05-28,True,64.1,641.0,ok
22907,MIZ/AZL/2022/39,Mizoram,Hnahthial,"Shalom Vengthar, Bawngkawn",,22.91452778,92.89333333,Rock,Rock slide,14 November 2022,1,2022-11-14,True,0.0,0.0,ok
22917,MIZ/AZL/2022/49,Mizoram,Aizawl,Muthi,,23.65530556,92.7025,"Insitu Earth (upslope), rock at road level and flatground",Rock slide,5 April 2022,1,2022-04-05,True,0.0,0.0,ok
22921,MIZ/AZL/2022/53,Mizoram,Aizawl,"Tuikual N, D Mual",,23.73053889,92.716019,Compacted Debris,Debris flow,22 June 2018,1,2018-06-22,True,2.2,22.0,ok
22949,MIZ/AZL/2023/81,Mizoram,Aizawl,Aizawl-Thenzawl-Lunglei Highway,,23.51980556,92.70066667,Debris,Slide,13 August 2023,1,2023-08-13,True,0.8,8.0,ok
22953,MIZ/AZL/2023/85,Mizoram,Aizawl,Sakawrdai to Zohmun road,,24.27138889,92.96,Debris,Slide,24 July 2023,1,2023-07-24,True,36.6,366.0,ok
22970,MIZ/AZL/2023/102,Mizoram,Aizawl,,,24.18561111,92.94536111,Debris,Slide,15 August 2013,1,2013-08-15,True,43.0,430.0,ok
23010,MIZ/AZL/2023/142,Mizoram,Aizawl,,,23.57166667,92.71083333,Debris,Slide,9 June 2023,1,2023-06-09,True,119.3,1193.0,ok
23011,MIZ/AZL/2023/143,Mizoram,Aizawl,,,23.58388889,92.71722222,Rock,Slide,8 August 2023,1,2023-08-08,True,39.1,391.0,ok
23012,MIZ/AZL/2023/144,Mizoram,Aizawl,,,23.58591667,92.71777778,Earth,Slide,25 July 2023,1,2023-07-25,True,12.3,123.0,ok
23013,MIZ/AZL/2023/145,Mizoram,Aizawl,,,23.55944444,92.70833333,Earth,Slide,06 July 2023,1,2023-07-06,True,0.1,1.0,ok
23014,MIZ/AZL/2023/146,Mizoram,Aizawl,,,23.54380556,92.70136111,Debris,Slide,06 August 2023,1,2023-08-06,True,133.1,1331.0,ok
23015,MIZ/AZL/2023/147,Mizoram,Aizawl,,,23.54027778,92.70138889,Rock,Slide,06 August 2023,1,2023-08-06,True,133.1,1331.0,ok
23016,MIZ/AZL/2023/148,Mizoram,Aizawl,,,23.53986111,92.70063889,Debris,Slide,06 August 2023,1,2023-08-06,True,133.1,1331.0,ok
23017,MIZ/AZL/2023/149,Mizoram,Aizawl,,,23.535,92.69694444,Rock,Slide,28 July 2023,1,2023-07-28,True,1.5,15.0,ok
23018,MIZ/AZL/2023/150,Mizoram,Aizawl,,,23.53333333,92.69722222,Earth,Slide,2 August 2023,1,2023-08-02,True,35.0,350.0,ok
23019,MIZ/AZL/2023/151,Mizoram,Aizawl,,,23.52972222,92.69611111,Debris,Slide,3 August 2023,1,2023-08-03,True,9.7,97.0,ok
23020,MIZ/AZL/2023/152,Mizoram,Aizawl,,,23.49991667,92.70136111,Debris,Slide,2 June 2023,1,2023-06-02,True,0.2,2.0,ok
23021,MIZ/AZL/2023/153,Mizoram,Aizawl,,,23.5,92.70111111,Debris,Slide,09 August 2023,1,2023-08-09,True,4.1,41.0,ok
23023,MIZ/AZL/2023/155,Mizoram,Aizawl,,,23.78138889,92.67638889,Rock,Slide,25 October 2023,1,2023-10-25,True,0.2,2.0,ok
23025,MIZ/KOL/2023/157,Mizoram,Kolasib,,,23.93027778,92.6525,Rock,Slide,17 September 2023,1,2023-09-17,True,24.4,244.0,ok
23026,MIZ/KOL/2023/158,Mizoram,Kolasib,,,23.05805556,92.67583333,Debris,Slide,12 August 2023,1,2023-08-12,True,10.0,100.0,ok
23028,MIZ/KOL/2023/160,Mizoram,Kolasib,,,23.05222222,92.67027778,Debris,Slide,12 September 2023,1,2023-09-12,True,37.3,373.0,ok
23030,MIZ/KOL/2023/162,Mizoram,Kolasib,,,23.03016667,92.67336111,Debris,Slide,12 September 2023,1,2023-09-12,True,37.3,373.0,ok
23031,MIZ/KOL/2023/163,Mizoram,Kolasib,,,23.02280556,92.67255556,Debris,Slide,17 September 2023,1,2023-09-17,True,50.7,507.0,ok
23032,MIZ/KOL/2023/164,Mizoram,Kolasib,,,23.00638889,92.67691667,Rock,Slide,23 July 2023,1,2023-07-23,True,9.8,98.0,ok
23037,MIZ/KOL/2023/169,Mizoram,Kolasib,,,23.91777778,92.73805556,Rock,Slide,27 September 2023,1,2023-09-27,True,6.8,68.0,ok
23038,MIZ/KOL/2023/170,Mizoram,Kolasib,,,23.89638889,92.73638889,Rock,Slide,27 September 2023,1,2023-09-27,True,3.0,30.0,ok
23088,MIZ/AZL/2024/220,Mizoram,Aizawl,,,23.60861111,92.85055556,Debris,Slide,28 May 2024,1,2024-05-28,True,55.2,552.0,ok
23095,MIZ/AZL/2024/227,Mizoram,Aizawl,,,23.73305556,92.75,Debris,Slide,22 July 2024,1,2024-07-22,True,9.4,94.0,ok
23096,MIZ/AZL/2024/228,Mizoram,Aizawl,,,23.73222222,92.75,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
23097,MIZ/AZL/2024/229,Mizoram,Aizawl,,,23.73194444,92.75,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
23098,MIZ/AZL/2024/230,Mizoram,Aizawl,,,23.74083333,92.74111111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
23099,MIZ/AZL/2024/231,Mizoram,Aizawl,,,23.74916667,92.7375,Debris,Slide,30 June 2024,1,2024-06-30,True,84.9,849.0,ok
23103,MIZ/AZL/2024/235,Mizoram,Aizawl,,,23.76972222,92.74472222,Earth,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
23105,MIZ/AZL/2024/237,Mizoram,Aizawl,,,23.76388889,92.73388889,Rock,Slide,26 September 2024,1,2024-09-26,True,4.6,46.0,ok
23109,MIZ/AZL/2024/241,Mizoram,Aizawl,,,23.73888889,92.71472222,Debris,Slide,21 August 2024,1,2024-08-21,True,38.9,389.0,ok
23115,MIZ/AZL/2024/247,Mizoram,Aizawl,,,23.74916667,92.69416667,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok
23117,MIZ/AZL/2024/249,Mizoram,Aizawl,,,23.74194444,92.71305556,Debris,Slide,21 August 2024,1,2024-08-21,True,38.9,389.0,ok
23118,MIZ/AZL/2024/250,Mizoram,Aizawl,,,23.74388889,92.71222222,Debris,Slide,20 July 2024,1,2024-07-20,True,38.2,382.0,ok
23119,MIZ/AZL/2024/252,Mizoram,Aizawl,,,23.74722222,92.71805556,Debris,Slide,2 July 2024,1,2024-07-02,True,33.9,339.0,ok
23121,MIZ/AZL/2024/254,Mizoram,Aizawl,,,23.69277778,92.72055556,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23129,MIZ/AZL/2024/262,Mizoram,Aizawl,,,23.69777778,92.71944444,Debris,Slide,20 September 2024,1,2024-09-20,True,1.1,11.0,ok
23130,MIZ/AZL/2024/263,Mizoram,Aizawl,,,23.69972222,92.7175,Debris,Slide,20 June 2024,1,2024-06-20,True,0.7,7.0,ok
23132,MIZ/AZL/2024/265,Mizoram,Aizawl,,,23.70972222,92.72222222,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok
23133,MIZ/AZL/2024/266,Mizoram,Aizawl,,,23.69944444,92.71972222,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23137,MIZ/AZL/2024/270,Mizoram,Aizawl,,,23.70277778,92.72083333,Rock,Slide,2 July 2024,1,2024-07-02,True,33.9,339.0,ok
23138,MIZ/AZL/2024/271,Mizoram,Aizawl,,,23.7025,92.72138889,Debris,Slide,2 July 2024,1,2024-07-02,True,33.9,339.0,ok
23139,MIZ/AZL/2024/272,Mizoram,Aizawl,,,23.69805556,92.72277778,Debris,Slide,2 July 2024,1,2024-07-02,True,24.6,246.0,ok
23140,MIZ/AZL/2024/273,Mizoram,Aizawl,,,23.69361111,92.7225,Debris,Slide,28 June 2024,1,2024-06-28,True,1.5,15.0,ok
23145,MIZ/AZL/2024/278,Mizoram,Aizawl,,,23.66416667,92.72055556,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23146,MIZ/AZL/2024/279,Mizoram,Aizawl,,,23.66055556,92.72527778,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23147,MIZ/AZL/2024/280,Mizoram,Aizawl,,,23.66,92.72638889,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23148,MIZ/AZL/2024/281,Mizoram,Aizawl,,,23.65527778,92.72694444,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23149,MIZ/AZL/2024/282,Mizoram,Aizawl,,,23.65138889,92.72694444,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23150,MIZ/AZL/2024/283,Mizoram,Aizawl,,,23.64555556,92.72444444,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23152,MIZ/AZL/2024/285,Mizoram,Aizawl,,,23.64444444,92.72527778,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23153,MIZ/AZL/2024/286,Mizoram,Aizawl,,,23.64166667,92.72416667,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23154,MIZ/AZL/2024/287,Mizoram,Aizawl,,,23.64083333,92.72472222,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23155,MIZ/AZL/2024/288,Mizoram,Aizawl,,,23.6375,92.72277778,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23160,MIZ/AZL/2024/294,Mizoram,Aizawl,,,23.62611111,92.72638889,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23161,MIZ/AZL/2024/295,Mizoram,Aizawl,,,23.6325,92.72388889,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23163,MIZ/AZL/2024/297,Mizoram,Aizawl,,,23.62972222,92.72555556,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23167,MIZ/AZL/2024/302,Mizoram,Aizawl,,,23.61611111,92.71722222,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23170,MIZ/AZL/2024/305,Mizoram,Aizawl,,,23.61861111,92.72611111,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23171,MIZ/AZL/2024/306,Mizoram,Aizawl,,,23.60555556,92.725,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok
23172,MIZ/AZL/2024/307,Mizoram,Aizawl,,,23.58694444,92.8175,Debris,Slide,25 August 2024,1,2024-08-25,True,13.5,135.0,ok
23177,MIZ/AZL/2024/312,Mizoram,Aizawl,,,23.59194444,92.75055556,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok
23178,MIZ/AZL/2024/313,Mizoram,Aizawl,,,23.595,92.81611111,Earth,Slide,28 May 2024,1,2024-05-28,True,81.0,810.0,ok
23184,MIZ/AZL/2024/319,Mizoram,Aizawl,,,23.60861111,92.80972222,Debris,Slide,28 May 2024,1,2024-05-28,True,55.2,552.0,ok
23188,MIZ/AZL/2024/323,Mizoram,Aizawl,,,23.60972222,92.80916667,Debris,Slide,28 May 2024,1,2024-05-28,True,55.2,552.0,ok
23189,MIZ/AZL/2024/324,Mizoram,Aizawl,,,23.61361111,92.80777778,Earth,Slide,28 May 2024,1,2024-05-28,True,55.2,552.0,ok
23192,MIZ/AZL/2024/327,Mizoram,Aizawl,,,23.61222222,92.80527778,Debris,Slide,28 May 2024,1,2024-05-28,True,55.2,552.0,ok
