slno,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,label,event_date,rainfall_eligible,rainfall_mm,rainfall_raw,rainfall_status,elevation_m,slope_deg,aspect_deg
23541,MIZ/AZL/2024/713,Mizoram,Aizawl,,,24.18291667,93.53441944,Debris,Slide,2 July 2024,1,2024-07-02,True,26.1,261.0,ok,785.0,28.318479403471443,72.53818106476562
23542,MIZ/AZL/2024/714,Mizoram,Aizawl,,,24.18566111,93.53935278,Debris,Slide,2 July 2024,1,2024-07-02,True,26.1,261.0,ok,673.0,24.98272675655645,316.7830246225586
23543,MIZ/AZL/2024/715,Mizoram,Aizawl,,,24.24449722,93.55275833,Debris,Slide,2 July 2024,1,2024-07-02,True,27.0,270.0,ok,1018.0,20.92309909439171,13.410081566171344
23544,MIZ/AZL/2024/716,Mizoram,Aizawl,,,24.24755556,93.54809722,Debris,Slide,2 July 2024,1,2024-07-02,True,27.0,270.0,ok,1166.0,28.677523295354806,18.91845123625465
23545,MIZ/AZL/2024/717,Mizoram,Aizawl,,,24.28840278,93.58591389,Debris,Slide,13 August 2024,1,2024-08-13,True,0.0,0.0,ok,798.0,24.004843649022146,310.81105399334973
23546,MIZ/AZL/2024/718,Mizoram,Aizawl,,,24.29982222,93.59040833,Debris,Slide,13 August 2024,1,2024-08-13,True,0.0,0.0,ok,786.0,26.67686490475688,224.92718356562204
23547,MIZ/AZL/2024/719,Mizoram,Aizawl,,,24.30768611,93.58120556,Debris,Slide,13 August 2024,1,2024-08-13,True,0.0,0.0,ok,735.0,10.42230896205838,105.291224147152
23548,MIZ/AZL/2024/720,Mizoram,Aizawl,,,24.30711944,93.59375833,Earth,Slide,13 August 2024,1,2024-08-13,True,0.0,0.0,ok,905.0,24.21411006287148,339.2019973921118
23549,MIZ/AZL/2024/721,Mizoram,Aizawl,,,24.33915833,93.66233611,Debris,Slide,13 August 2024,1,2024-08-13,True,0.0,0.0,ok,1042.0,16.786002917911468,155.6802877008999
23550,MIZ/AZL/2024/722,Mizoram,Aizawl,,,24.33331944,93.65702778,Debris,Slide,13 August 2024,1,2024-08-13,True,0.0,0.0,ok,1097.0,14.934064636895917,68.66941559204139
23551,MIZ/AZL/2024/723,Mizoram,Aizawl,,,24.33300556,93.65357222,Debris,Slide,28 September 2024,1,2024-09-28,True,1.7,17.0,ok,1160.0,4.460253007329031,114.4932048845286
23552,MIZ/AZL/2024/724,Mizoram,Aizawl,,,24.3309,93.66054444,Debris,Slide,13 August 2024,1,2024-08-13,True,0.0,0.0,ok,1049.0,7.972415620443094,62.4951348805466
23553,MIZ/AZL/2024/725,Mizoram,Aizawl,,,24.32773611,93.57937222,Rock,Slide,2 July 2024,1,2024-07-02,True,26.4,264.0,ok,781.0,23.25176563125633,348.0827281185118
23554,MIZ/AZL/2024/726,Mizoram,Aizawl,,,24.39255556,93.65468611,Debris,Slide,13 August 2024,1,2024-08-13,True,0.0,0.0,ok,1561.0,42.67236720593251,134.55485217392402
23556,MIZ/AZL/2024/728,Mizoram,Aizawl,,,24.49112222,93.62215556,Earth,Slide,13 August 2024,1,2024-08-13,True,0.1,1.0,ok,1216.0,30.3999208127898,39.49373369291471
23558,MIZ/AZL/2024/730,Mizoram,Aizawl,,,24.48458889,93.58781944,Debris,Slide,13 August 2024,1,2024-08-13,True,0.0,0.0,ok,817.0,17.313646602906363,238.7541756296245
23559,MIZ/AZL/2024/731,Mizoram,Aizawl,,,24.492825,93.58643611,Earth,Slide,28 September 2024,1,2024-09-28,True,1.1,11.0,ok,632.0,13.571687272900292,242.03880335785448
23560,MIZ/AZL/2024/732,Mizoram,Aizawl,,,24.51785556,93.55086944,Debris,Slide,13 August 2024,1,2024-08-13,True,0.0,0.0,ok,1019.0,13.66844526934086,338.5681483312868
23562,MIZ/AZL/2024/734,Mizoram,Aizawl,,,24.52308611,93.57206944,Debris,Slide,28 September 2024,1,2024-09-28,True,1.0,10.0,ok,758.0,16.091413114249818,260.31930361508444
23563,MIZ/AZL/2024/735,Mizoram,Aizawl,,,24.48338333,93.58848056,Debris,Complex,28 September 2024,1,2024-09-28,True,1.1,11.0,ok,862.0,17.711363796861054,242.8911470296005
23564,MIZ/KOL/2024/736,Mizoram,Kolasib,,,24.450125,93.35963889,Earth,Slide,8 August 2024,1,2024-08-08,True,15.2,152.0,ok,328.0,7.10615660059619,238.7472204915229
23565,MIZ/KOL/2024/737,Mizoram,Kolasib,,,24.48857222,93.36792222,Debris,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok,268.0,12.200486688321458,132.3035722539065
23566,MIZ/KOL/2024/738,Mizoram,Kolasib,,,24.54263333,93.39741944,Debris,Slide,18 August 2024,1,2024-08-18,True,56.3,563.0,ok,560.0,44.14556349723593,304.50046708369314
23567,MIZ/KOL/2024/739,Mizoram,Kolasib,,,24.60002222,93.37166389,Earth,Slide,21 October 2024,1,2024-10-21,True,0.0,0.0,ok,863.0,15.404522151660688,45.23317042601642
23568,MIZ/KOL/2024/740,Mizoram,Kolasib,,,24.60067222,93.37223056,Earth,Slide,21 October 2024,1,2024-10-21,True,0.0,0.0,ok,854.0,22.58396097666349,54.32868076046036
23569,MIZ/KOL/2024/741,Mizoram,Kolasib,,,24.60372222,93.37223056,Debris,Slide,2 July 2024,1,2024-07-02,True,28.5,285.0,ok,815.0,30.449843849919848,133.4435179245273
23570,MIZ/KOL/2024/742,Mizoram,Kolasib,,,24.66895556,93.33700556,Debris,Slide,2 July 2024,1,2024-07-02,True,28.5,285.0,ok,832.0,32.91537428205914,314.38141457590405
23572,MIZ/KOL/2024/744,Mizoram,Kolasib,,,24.76606111,93.30076667,Earth,Slide,13 August 2024,1,2024-08-13,True,0.0,0.0,ok,451.0,22.69086324012862,14.80526344184753
23573,MIZ/KOL/2024/745,Mizoram,Kolasib,,,24.73838889,93.30909722,Debris,Slide,18 August 2024,1,2024-08-18,True,63.7,637.0,ok,264.0,27.32661660692917,339.846103836787
23574,MIZ/KOL/2024/746,Mizoram,Kolasib,,,24.72074444,93.30899167,Debris,Slide,2 July 2024,1,2024-07-02,True,22.7,227.0,ok,372.0,8.340773865987591,6.973832667617288
23575,MIZ/KOL/2024/747,Mizoram,Kolasib,,,24.716225,93.32551389,Debris,Slide,18 August 2024,1,2024-08-18,True,63.7,637.0,ok,116.0,17.022910866916682,234.4832269310052
23576,MIZ/KOL/2024/748,Mizoram,Kolasib,,,24.70553333,93.33064167,Debris,Slide,28 September 2024,1,2024-09-28,True,0.3,3.0,ok,371.0,24.88986568207209,126.3317424632174
23577,MIZ/KOL/2024/749,Mizoram,Kolasib,,,24.60719444,93.46784722,Earth,Slide,19 August 2024,1,2024-08-19,True,15.2,152.0,ok,1112.0,23.29278677380059,124.28960273044072
23578,MIZ/KOL/2024/750,Mizoram,Kolasib,,,24.60853333,93.41668333,Debris,Slide,18 August 2024,1,2024-08-18,True,46.8,468.0,ok,944.0,26.52483815879108,238.7792732612079
23580,MIZ/AZL/2024/752,Mizoram,Aizawl,,,23.09758333,93.21623333,Debris,Slide,2 July 2024,1,2024-07-02,True,12.5,125.0,ok,878.0,30.98881767010576,354.96256154032017
23581,MIZ/AZL/2024/753,Mizoram,Aizawl,,,23.10851389,93.20975,Debris,Slide,28 June 2024,1,2024-06-28,True,3.9,39.0,ok,1106.0,22.408685831869548,101.30709625301238
23582,MIZ/AZL/2024/754,Mizoram,Aizawl,,,23.10172778,93.20231944,Debris,Complex,28 May 2024,1,2024-05-28,True,58.5,585.0,ok,1175.0,18.07088871832044,32.59966718007027
23583,MIZ/AZL/2024/755,Mizoram,Aizawl,,,23.101925,93.20426111,Debris,Slide,2 July 2024,1,2024-07-02,True,10.0,100.0,ok,1121.0,27.83389324698589,49.97562052013159
23584,MIZ/AZL/2024/756,Mizoram,Aizawl,,,23.10184722,93.20138889,Debris,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok,1202.0,19.611712635106507,57.00526992366454
23587,MIZ/AZL/2024/759,Mizoram,Aizawl,,,23.09759444,93.21089444,Debris,Slide,2 July 2024,1,2024-07-02,True,12.5,125.0,ok,924.0,33.17686244860948,23.78479901231761
23588,MIZ/AZL/2024/760,Mizoram,Aizawl,,,23.09561111,93.20786389,Debris,Slide,28 May 2024,1,2024-05-28,True,52.5,525.0,ok,1000.0,22.179019443444552,187.43259389543
23590,MIZ/AZL/2024/762,Mizoram,Aizawl,,,23.10100556,93.19393611,Debris,Slide,2 July 2024,1,2024-07-02,True,22.6,226.0,ok,1048.0,22.64928275683389,320.80682729969084
23591,MIZ/AZL/2024/763,Mizoram,Aizawl,,,23.10074722,93.18785278,Debris,Complex,2 July 2024,1,2024-07-02,True,22.6,226.0,ok,978.0,24.71484728802257,233.328141586014
23592,MIZ/AZL/2024/764,Mizoram,Aizawl,,,23.09954722,93.18600278,Debris,Complex,2 July 2024,1,2024-07-02,True,22.5,225.0,ok,913.0,21.15548239673074,245.30171724002463
23595,MIZ/AZL/2024/767,Mizoram,Aizawl,,,23.0983,93.17597222,Debris,Slide,2 July 2024,1,2024-07-02,True,22.5,225.0,ok,979.0,19.16363784470442,310.6464505969677
23596,MIZ/AZL/2024/768,Mizoram,Aizawl,,,23.110975,93.21260278,Debris,Slide,28 May 2024,1,2024-05-28,True,58.5,585.0,ok,1020.0,30.342673162148785,106.03574800435636
23597,MIZ/AZL/2024/769,Mizoram,Aizawl,,,23.25986389,93.16155278,Debris,Slide,28 October 2024,1,2024-10-28,True,0.0,0.0,ok,1215.0,25.90838882768704,158.75699238868583
23598,MIZ/AZL/2024/770,Mizoram,Aizawl,,,23.25828611,93.15288333,Debris,Slide,28 November 2024,1,2024-11-28,True,0.6,6.0,ok,1207.0,32.349694676753195,217.6843410297591
23599,MIZ/AZL/2024/771,Mizoram,Aizawl,,,23.26126111,93.15070556,Debris,Slide,28 November 2024,1,2024-11-28,True,0.6,6.0,ok,1098.0,17.21788022717296,245.32799351915625
23600,MIZ/AZL/2024/772,Mizoram,Aizawl,,,23.25951944,93.15917222,Debris,Complex,28 September 2024,1,2024-09-28,True,0.0,0.0,ok,1252.0,16.682037263187485,144.03375308979446
23601,MIZ/AZL/2024/773,Mizoram,Aizawl,,,23.27598056,93.14351667,Debris,Slide,2 July 2024,1,2024-07-02,True,22.0,220.0,ok,663.0,7.2597313196345565,104.70619226535554
23602,MIZ/AZL/2024/774,Mizoram,Aizawl,,,23.27663889,93.14375,Rock,Slide,2 July 2024,1,2024-07-02,True,22.0,220.0,ok,655.0,9.183237205101817,154.18118603242863
23603,MIZ/AZL/2024/775,Mizoram,Aizawl,,,23.281075,93.144075,Debris,Slide,2 July 2024,1,2024-07-02,True,22.0,220.0,ok,653.0,23.2786441044275,109.77062753766678
23604,MIZ/AZL/2024/776,Mizoram,Aizawl,,,23.32829167,93.12184167,Debris,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok,869.0,28.008819205205544,346.600486224016
23605,MIZ/AZL/2024/777,Mizoram,Aizawl,,,23.33529167,93.11214167,Debris,Slide,2 July 2024,1,2024-07-02,True,33.6,336.0,ok,1144.0,31.2494347148088,328.50795114571326
23606,MIZ/KOL/2024/778,Mizoram,Kolasib,,,23.41421944,93.10569167,Debris,Slide,13 August 2024,1,2024-08-13,True,9.6,96.0,ok,1023.0,26.11325033814077,188.2670935882723
23608,MIZ/KOL/2024/780,Mizoram,Kolasib,,,23.50882222,93.09170278,Earth,Slide,2 July 2024,1,2024-07-02,True,29.2,292.0,ok,685.0,26.4659816013816,286.99662237787743
23609,MIZ/KOL/2024/781,Mizoram,Kolasib,,,23.54130278,93.10256944,Earth,Slide,12 September 2024,1,2024-09-12,True,6.2,62.0,ok,635.0,6.761234377964211,17.309768991471955
23610,MIZ/KOL/2024/782,Mizoram,Kolasib,,,23.54600556,93.09247222,Earth,Slide,12 September 2024,1,2024-09-12,True,3.7,37.0,ok,791.0,24.96971273133402,99.99828276718311
23611,MIZ/KOL/2024/783,Mizoram,Kolasib,,,23.54286944,93.08539722,Earth,Slide,12 September 2024,1,2024-09-12,True,3.7,37.0,ok,916.0,24.21271465496577,115.56227153060937
23612,MIZ/KOL/2024/784,Mizoram,Kolasib,,,23.56332778,93.10553333,Earth,Slide,22 October 2024,1,2024-10-22,True,2.4,24.0,ok,724.0,25.50659719520276,315.37298058533975
23613,MIZ/KOL/2024/785,Mizoram,Kolasib,,,23.56785,93.10472222,Debris,Slide,12 September 2024,1,2024-09-12,True,6.2,62.0,ok,659.0,19.933805704683348,348.78021010059274
23614,MIZ/KOL/2024/786,Mizoram,Kolasib,,,23.56413333,93.11378889,Earth,Slide,12 September 2024,1,2024-09-12,True,6.2,62.0,ok,740.0,16.91578396649147,196.8593269496802
23615,MIZ/KOL/2024/787,Mizoram,Kolasib,,,23.56233889,93.11890833,Debris,Slide,12 September 2024,1,2024-09-12,True,6.2,62.0,ok,816.0,35.55767681200191,254.24949558096068
23617,MIZ/KOL/2024/789,Mizoram,Kolasib,,,23.56238611,93.12376667,Earth,Slide,12 September 2024,1,2024-09-12,True,6.2,62.0,ok,762.0,20.94191909049845,201.63882630112687
23618,MIZ/KOL/2024/790,Mizoram,Kolasib,,,23.56404167,93.10752222,Earth,Slide,12 September 2024,1,2024-09-12,True,6.2,62.0,ok,758.0,1.852254273911334,180.0
23619,MIZ/KOL/2024/791,Mizoram,Kolasib,,,23.56145278,93.10908889,Debris,Slide,12 September 2024,1,2024-09-12,True,6.2,62.0,ok,730.0,20.33050031488094,252.21266018440423
23620,MIZ/KOL/2024/792,Mizoram,Kolasib,,,23.55881111,93.10900556,Earth,Slide,12 September 2024,1,2024-09-12,True,6.2,62.0,ok,756.0,7.469813637505652,317.725801695243
23622,MIZ/KOL/2024/794,Mizoram,Kolasib,,,23.5356,93.10656944,Debris,Slide,13 September 2024,1,2024-09-13,True,11.9,119.0,ok,687.0,28.406052751374883,189.38405552591288
23623,MIZ/AZL/2024/795,Mizoram,Aizawl,,,23.34297778,93.057775,Debris,Slide,13 September 2024,1,2024-09-13,True,9.5,95.0,ok,875.0,26.94808715208362,232.8207281023217
23624,MIZ/AZL/2024/796,Mizoram,Aizawl,,,23.35406111,93.04156111,Debris,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok,516.0,11.562912180623576,230.78333053763268
23625,MIZ/AZL/2024/797,Mizoram,Aizawl,,,23.35958611,93.04477222,Debris,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok,595.0,30.91173709408336,235.451582193506
23626,MIZ/KOL/2024/798,Mizoram,Kolasib,,,23.36556111,93.05125278,Rock,Fall,9 July 2024,1,2024-07-09,True,6.8,68.0,ok,696.0,21.524991951080008,190.29027424951417
23627,MIZ/KOL/2024/799,Mizoram,Kolasib,,,23.36966389,93.04609444,Debris,Slide,9 July 2024,1,2024-07-09,True,6.8,68.0,ok,568.0,39.82168944176523,71.92396592328534
23629,MIZ/KOL/2024/801,Mizoram,Kolasib,,,23.03821667,93.12529444,Rock,Slide,17 September 2024,1,2024-09-17,True,0.0,0.0,ok,435.0,32.45039591986588,95.8381659882223
23630,MIZ/KOL/2024/802,Mizoram,Kolasib,,,23.54294167,93.23821667,Debris,Slide,24 September 2024,1,2024-09-24,True,1.7,17.0,ok,1546.0,24.91749921632193,240.8372413619184
23632,MIZ/KOL/2024/804,Mizoram,Kolasib,,,24.55205833,93.25569167,Rock,Fall,9 July 2024,1,2024-07-09,True,5.8,58.0,ok,235.0,5.047283802691636,156.26195892887785
23637,MIZ/KOL/2024/809,Mizoram,Kolasib,,,24.599425,93.30004722,Debris,Slide,24 August 2024,1,2024-08-24,True,15.6,156.0,ok,520.0,23.933067426288662,341.3038757339616
23638,MIZ/KOL/2024/810,Mizoram,Kolasib,,,24.60921944,93.30050278,Debris,Slide,24 September 2024,1,2024-09-24,True,7.5,75.0,ok,720.0,40.46542455587033,113.4570644863566
23640,MIZ/KOL/2024/812,Mizoram,Kolasib,,,24.64528611,93.28593611,Debris,Slide,24 September 2024,1,2024-09-24,True,6.3,63.0,ok,570.0,26.251412929600708,190.3909163563449
23641,MIZ/KOL/2024/813,Mizoram,Kolasib,,,24.02205833,93.29369167,Debris,Slide,24 September 2024,1,2024-09-24,True,10.5,105.0,ok,1201.0,26.75099311187316,186.04796538633127
23642,MIZ/KOL/2024/814,Mizoram,Kolasib,,,23.01689167,93.283175,Debris,Slide,24 September 2024,1,2024-09-24,True,6.1,61.0,ok,885.0,30.97202559812448,249.4988134852217
23643,MIZ/KOL/2024/815,Mizoram,Kolasib,,,24.02782222,93.28944444,Debris,Slide,2 July 2024,1,2024-07-02,True,20.5,205.0,ok,816.0,27.74309916514272,162.36628856860725
23644,MIZ/KOL/2024/816,Mizoram,Kolasib,,,24.04014167,93.2915,Debris,Slide,2 July 2024,1,2024-07-02,True,20.5,205.0,ok,666.0,21.000786761915705,323.15961258373284
23645,MIZ/KOL/2024/817,Mizoram,Kolasib,,,24.03980278,93.29373889,Debris,Slide,2 July 2024,1,2024-07-02,True,20.5,205.0,ok,749.0,26.434778944583314,297.08643332232384
23646,MIZ/KOL/2024/818,Mizoram,Kolasib,,,24.05823611,93.28901944,Debris,Slide,2 July 2024,1,2024-07-02,True,20.5,205.0,ok,585.0,28.53264082165127,326.37999394850846
23647,MIZ/KOL/2024/819,Mizoram,Kolasib,,,24.09210556,93.29866667,Rock,Slide,24 September 2024,1,2024-09-24,True,10.5,105.0,ok,923.0,16.97055421588122,305.6507789698819
23648,MIZ/KOL/2024/820,Mizoram,Kolasib,,,24.12428889,93.318525,Earth,Slide,2 July 2024,1,2024-07-02,True,25.4,254.0,ok,606.0,12.002590621056449,90.0
23652,MIZ/KOL/2024/825,Mizoram,Kolasib,,,24.297775,93.34159722,Debris,Slide,24 September 2024,1,2024-09-24,True,8.7,87.0,ok,562.0,24.99179453148146,223.2421692655032
23654,MIZ/KOL/2024/827,Mizoram,Kolasib,,,24.35137778,93.34095556,Debris,Slide,24 September 2024,1,2024-09-24,True,8.0,80.0,ok,315.0,11.24243153138511,333.48384829571285
23657,MIZ/KOL/2024/830,Mizoram,Kolasib,,,23.631219,93.118033,Debris,Slide,15 August 2024,1,2024-08-15,True,35.1,351.0,ok,670.0,7.956909002087609,22.26046791504011
23660,MIZ/KOL/2024/834,Mizoram,Kolasib,,,23.62418333,93.14208611,Debris,Slide,15 August 2024,1,2024-08-15,True,35.1,351.0,ok,1381.0,26.791322583693944,302.9823822415784
23662,MIZ/KOL/2024/836,Mizoram,Kolasib,,,23.56672222,93.13764444,Debris,Slide,9 July 2024,1,2024-07-09,True,12.3,123.0,ok,1140.0,27.462659063350163,251.87386168279224
23663,MIZ/KOL/2024/837,Mizoram,Kolasib,,,24.04014167,93.2915,Debris,Slide,2 July 2024,1,2024-07-02,True,20.5,205.0,ok,666.0,21.000786761915705,323.15961258373284
23664,MIZ/KOL/2024/838,Mizoram,Kolasib,,,24.56771111,93.14291667,Debris,Complex,9 July 2024,1,2024-07-09,True,26.2,262.0,ok,461.0,9.768867175735954,235.70198755820488
23665,MIZ/KOL/2024/839,Mizoram,Kolasib,,,24.57467222,93.14389722,Debris,Slide,9 July 2024,1,2024-07-09,True,26.2,262.0,ok,584.0,27.11036257834277,290.3298925582694
23666,MIZ/KOL/2024/840,Mizoram,Kolasib,,,24.57470833,93.13897222,Debris,Complex,9 July 2024,1,2024-07-09,True,26.2,262.0,ok,349.0,29.95736891481161,330.4235021791922
23667,MIZ/KOL/2024/841,Mizoram,Kolasib,,,24.57151389,93.141725,Debris,Complex,2 July 2024,1,2024-07-02,True,62.4,624.0,ok,378.0,24.37517592571721,357.7511212977001
23668,MIZ/KOL/2024/842,Mizoram,Kolasib,,,24.56917222,93.14073611,Debris,Slide,2 July 2024,1,2024-07-02,True,62.4,624.0,ok,355.0,25.23889012621452,202.15822157844264
23669,MIZ/KOL/2024/843,Mizoram,Kolasib,,,24.5606,93.13071389,Debris,Slide,7 July 2024,1,2024-07-07,True,14.6,146.0,ok,464.0,30.090455515960542,192.40171769748213
23670,MIZ/KOL/2024/844,Mizoram,Kolasib,,,24.55987778,93.12541667,Debris,Slide,7 July 2024,1,2024-07-07,True,14.6,146.0,ok,334.0,24.018977408415765,274.1616324565611
23671,MIZ/KOL/2024/845,Mizoram,Kolasib,,,24.08927222,93.12408611,Debris,Slide,28 September 2024,1,2024-09-28,True,2.0,20.0,ok,983.0,20.473674572549804,295.6633197664627
23672,MIZ/KOL/2024/846,Mizoram,Kolasib,,,24.10641389,93.12339944,Debris,Slide,28 September 2024,1,2024-09-28,True,0.1,1.0,ok,973.0,26.2757450439136,35.036149299236655
23673,MIZ/KOL/2024/847,Mizoram,Kolasib,,,24.10710778,93.11535444,Debris,Slide,7 July 2024,1,2024-07-07,True,27.0,270.0,ok,1001.0,36.39972138695574,326.4517985283293
23674,MIZ/KOL/2024/848,Mizoram,Kolasib,,,24.10015917,93.10461389,Rock,Slide,24 September 2024,1,2024-09-24,True,17.3,173.0,ok,464.0,29.525288090038764,203.99112277059936
23675,MIZ/KOL/2024/849,Mizoram,Kolasib,,,24.11104722,93.10374167,Earth,Slide,24 September 2024,1,2024-09-24,True,17.3,173.0,ok,584.0,25.37486920901697,256.1936083912659
23676,MIZ/KOL/2024/850,Mizoram,Kolasib,,,24.10506389,93.09593611,Earth,Slide,24 September 2024,1,2024-09-24,True,16.6,166.0,ok,319.0,21.55628956699528,279.42310632630233
23677,MIZ/KOL/2024/851,Mizoram,Kolasib,,,24.10743611,93.09532222,Debris,Slide,24 September 2024,1,2024-09-24,True,16.6,166.0,ok,421.0,39.748377934349165,333.4283632215195
23678,MIZ/KOL/2024/852,Mizoram,Kolasib,,,24.10687222,93.08849722,Earth,Slide,24 September 2024,1,2024-09-24,True,16.6,166.0,ok,216.0,30.844129596529893,223.02234868444884
23679,MIZ/AZL/2024/853,Mizoram,Aizawl,,,23.24231111,93.17726667,Debris,Slide,17 July 2024,1,2024-07-17,True,12.9,129.0,ok,647.0,15.549956429163457,297.7018898713608
23680,MIZ/AZL/2024/854,Mizoram,Aizawl,,,23.24500833,93.17587222,Debris,Slide,24 September 2024,1,2024-09-24,True,3.4,34.0,ok,559.0,7.08233554254716,97.4779385982942
23681,MIZ/AZL/2024/855,Mizoram,Aizawl,,,23.24454722,93.17027222,Debris,Slide,19 July 2024,1,2024-07-19,True,0.4,4.0,ok,861.0,32.65644186884725,81.29347082842253
23682,MIZ/AZL/2024/856,Mizoram,Aizawl,,,23.20960722,93.13104722,Debris,Slide,2 July 2024,1,2024-07-02,True,22.0,220.0,ok,911.0,17.21419617560033,74.87363150546703
23683,MIZ/AZL/2024/857,Mizoram,Aizawl,,,23.21068583,93.1212325,Debris,Slide,2 July 2024,1,2024-07-02,True,22.0,220.0,ok,1126.0,18.875175567986783,124.57835544915858
23684,MIZ/KOL/2024/858,Mizoram,Kolasib,,,23.49216111,93.23695,Rock,Slide,17 July 2024,1,2024-07-17,True,22.8,228.0,ok,1309.0,24.374899656048942,357.76991408217424
23685,MIZ/KOL/2024/859,Mizoram,Kolasib,,,23.504575,93.23805,Debris,Complex,17 July 2024,1,2024-07-17,True,23.2,232.0,ok,1419.0,27.23551611226627,286.4233595020903
23686,MIZ/KOL/2024/860,Mizoram,Kolasib,,,24.15364444,93.02183611,Debris,Slide,7 June 2024,1,2024-06-07,True,6.1,61.0,ok,306.0,29.33054480746272,149.69345904460243
23687,MIZ/KOL/2024/861,Mizoram,Kolasib,,,24.15817222,93.02488611,Earth,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok,570.0,21.70542023695197,192.8618950319037
23688,MIZ/KOL/2024/862,Mizoram,Kolasib,,,24.23419444,93.02469167,Earth,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok,80.0,26.70433377917857,260.75142135014187
23689,MIZ/KOL/2024/863,Mizoram,Kolasib,,,24.32836667,93.00923056,Earth,Slide,28 September 2024,1,2024-09-28,True,0.0,0.0,ok,430.0,42.68223688511626,28.754778672886324
23691,MIZ/KOL/2024/865,Mizoram,Kolasib,,,24.40520278,93.06672222,Debris,Slide,9 July 2024,1,2024-07-09,True,13.1,131.0,ok,349.0,31.588625753486188,119.97387868043292
23692,MIZ/KOL/2024/866,Mizoram,Kolasib,,,24.4259,93.13580556,Earth,Slide,28 May 2024,1,2024-05-28,True,127.0,1270.0,ok,524.0,10.4311765866113,254.7223907696988
23693,MIZ/KOL/2024/867,Mizoram,Kolasib,,,24.44347778,93.15817778,Debris,Complex,7 July 2024,1,2024-07-07,True,11.9,119.0,ok,65.0,3.440758131698669,143.78456843420213
23695,MIZ/KOL/2024/869,Mizoram,Kolasib,,,24.44857778,93.15738611,Debris,Complex,7 July 2024,1,2024-07-07,True,11.9,119.0,ok,75.0,19.57607934530572,92.60611343039952
23699,MIZ/KOL/2024/873,Mizoram,Kolasib,,,24.65409167,93.204625,Debris,Slide,17 July 2024,1,2024-07-17,True,4.5,45.0,ok,134.0,23.122193897214576,270.0
23700,MIZ/KOL/2024/874,Mizoram,Kolasib,,,24.65018056,93.20256667,Debris,Slide,17 July 2024,1,2024-07-17,True,4.5,45.0,ok,230.0,19.60466997578387,182.8630961068758
23701,MIZ/KOL/2024/875,Mizoram,Kolasib,,,24.6273,93.20404444,Earth,Slide,17 July 2024,1,2024-07-17,True,4.5,45.0,ok,184.0,13.704055461651825,126.64032436664684
23702,MIZ/KOL/2024/876,Mizoram,Kolasib,,,24.62604722,93.22583889,Debris,Complex,12 June 2024,1,2024-06-12,True,10.9,109.0,ok,128.0,4.124769639503506,312.2723043219685
23703,MIZ/KOL/2024/877,Mizoram,Kolasib,,,24.58605,93.21056389,Debris,Slide,24 September 2024,1,2024-09-24,True,8.4,84.0,ok,72.0,26.1850383531376,244.6926182957357
23704,MIZ/KOL/2024/878,Mizoram,Kolasib,,,24.577475,93.19105,Debris,Slide,22 October 2024,1,2024-10-22,True,3.8,38.0,ok,129.0,12.400942991281775,53.96337046041944
23705,MIZ/KOL/2024/879,Mizoram,Kolasib,,,24.56062778,93.18938889,Earth,Slide,7 July 2024,1,2024-07-07,True,14.6,146.0,ok,110.0,14.116935246431783,219.5092992349146
23706,MIZ/KOL/2024/880,Mizoram,Kolasib,,,24.5716,93.17273056,Debris,Slide,12 June 2024,1,2024-06-12,True,9.6,96.0,ok,208.0,31.33593977228785,244.8551280713408
23707,MIZ/KOL/2024/881,Mizoram,Kolasib,,,24.56925833,93.177275,Debris,Slide,28 May 2024,1,2024-05-28,True,104.5,1045.0,ok,184.0,13.700119052889876,306.6530492889751
23708,MIZ/KOL/2024/882,Mizoram,Kolasib,,,24.57296389,93.17700556,Debris,Slide,7 July 2024,1,2024-07-07,True,14.6,146.0,ok,301.0,27.7602464754311,42.49972739287831
23709,MIZ/KOL/2024/883,Mizoram,Kolasib,,,24.5768,93.106075,Debris,Slide,12 June 2024,1,2024-06-12,True,9.6,96.0,ok,119.0,18.119560118657454,240.3870583354929
23710,MIZ/KOL/2024/884,Mizoram,Kolasib,,,24.526075,93.05379167,Debris,Slide,28 May 2024,1,2024-05-28,True,102.1,1021.0,ok,107.0,25.23989398891037,26.899226336738657
