slno,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,label,event_date,rainfall_eligible,rainfall_mm,rainfall_raw,rainfall_status,elevation_m,slope_deg,aspect_deg
23822,MIZ/SER/84A15/2025/110,Mizoram,Serchhip,,"Chandmari, Serchhip",23.310074,92.858498,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,999.0,31.38041347897085,322.68482995885773
23823,MIZ/SER/84A15/2025/111,Mizoram,Serchhip,,"Chandmari, Serchhip",23.309295,92.860017,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,997.0,19.19671382164763,300.7207846623569
23824,MIZ/SER/84A15/2025/112,Mizoram,Serchhip,,"Chandmari, Serchhip",23.308629,92.860039,Earth,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,993.0,17.605778931837868,272.920783281279
23825,MIZ/SER/84A15/2025/113,Mizoram,Serchhip,,Serchhip,23.308778,92.858357,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,960.0,21.97618055490529,73.71091651383328
23826,MIZ/SER/84A15/2025/114,Mizoram,Serchhip,,Serchhip,23.300837,92.855693,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,937.0,37.124751704087394,156.71021903380716
23827,MIZ/SER/84A15/2025/115,Mizoram,Serchhip,,Serchhip,23.300787,92.853572,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,997.0,32.79688714530482,141.0680094342604
23828,MIZ/SER/84A15/2025/116,Mizoram,Serchhip,,Serchhip,23.305323,92.852358,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,1070.0,29.48726064115841,94.92108169662473
23830,MIZ/SER/84A15/2025/118,Mizoram,Serchhip,,"Chandmari, Serchhip",23.304746,92.862109,Debris,Slide,08 June 2025,1,2025-06-08,True,25.9,259.0,ok,1005.0,33.795482924084155,312.5647897694922
23831,MIZ/SER/84A15/2025/119,Mizoram,Serchhip,,Serchhip,23.298928,92.857435,Debris,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok,941.0,19.78013999296581,171.55493807516604
23832,MIZ/SER/84A15/2025/120,Mizoram,Serchhip,,"Chandmari, Serchhip",23.310846,92.858915,Debris,Flow,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,1053.0,30.5088944183659,325.40882387007844
23833,MIZ/SER/84A15/2025/121,Mizoram,Serchhip,,"Chandmari, Serchhip",23.311335,92.858026,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,1056.0,23.895842062323528,323.40893455920843
23835,MIZ/SER/84A15/2025/123,Mizoram,Serchhip,,"Saron, Serchhip",23.3057,92.852802,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,1023.0,32.576808817106055,97.2691956259487
23836,MIZ/SER/84A15/2025/124,Mizoram,Serchhip,,"Chhim Veng, Serchhip",23.307093,92.856289,Debris,Slide,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok,981.0,18.778945505164906,357.0318629505403
23837,MIZ/SER/84A15/2025/125,Mizoram,Serchhip,,"Chhim Veng, Serchhip",23.307524,92.857678,Debris,Subsidence,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok,960.0,29.242885114253543,41.33037598054956
23838,MIZ/SER/84A15/2025/126,Mizoram,Serchhip,,"Chhim Veng, Serchhip",23.305939,92.857538,Debris,Flow,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok,922.0,28.11723382542493,81.29742137172913
23839,MIZ/SER/84A15/2025/127,Mizoram,Serchhip,,"Dinthar, Serchhip",23.303906,92.853173,Debris,Flow,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok,1037.0,38.85214208110415,79.59171151704622
23840,MIZ/SER/84A15/2025/128,Mizoram,Serchhip,,"Dinthar, Serchhip",23.301381,92.853078,Debris,Flow,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,980.0,24.91650742870185,150.48235570574997
23841,MIZ/SER/84A15/2025/129,Mizoram,Serchhip,,"Dinthar, Serchhip",23.299628,92.855609,Debris,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok,950.0,25.88004842495293,78.46438189762934
23842,MIZ/SER/84A15/2025/130,Mizoram,Serchhip,,"Dinthar, Serchhip",23.298137,92.857412,Earth,Slide,29 May 2025,1,2025-05-29,True,47.7,477.0,ok,929.0,23.28077684121684,47.43379212537247
23843,MIZ/SER/84A15/2025/131,Mizoram,Serchhip,,Serchhip,23.293453,92.858089,Debris,Slide,30 May 2025,1,2025-05-30,True,209.0,2090.0,ok,892.0,22.90922270046461,163.04628041958543
23845,MIZ/SER/84A15/2025/133,Mizoram,Serchhip,,"Dinthar, Serchhip",23.298166,92.858694,Earth,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok,907.0,21.387693635182828,7.750196622296968
23846,MIZ/SER/84A15/2025/134,Mizoram,Serchhip,,New Serchhip,23.346456,92.851511,Debris,Slide,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok,906.0,29.37295512385726,290.1657668776395
23847,MIZ/SER/84A15/2025/135,Mizoram,Serchhip,,New Serchhip,23.3466,92.854847,Debris,Slide,01 June 2025,1,2025-06-01,True,128.0,1280.0,ok,897.0,16.100430482300627,17.76266274193003
23849,MIZ/SER/84A15/2025/137,Mizoram,Serchhip,,Serchhip Bypass road,23.301587,92.868485,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,864.0,24.253209964878582,30.530875169685963
23850,MIZ/SER/84A15/2025/138,Mizoram,Serchhip,,Serchhip Bypass road,23.313996,92.863984,Debris,Flow,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,916.0,19.45152164855444,71.3072974737346
23852,MIZ/SER/84A15/2025/140,Mizoram,Serchhip,,Serchhip Bypass road,23.3228,92.862406,Debris,Slide,31 May 2025,1,2025-05-31,True,45.3,453.0,ok,946.0,19.089992344289232,20.86402825906048
23853,MIZ/SER/84A15/2025/141,Mizoram,Serchhip,,NH 54,23.286141,92.868152,Debris,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok,985.0,35.3278023335693,276.54989054631386
23854,MIZ/SER/84A15/2025/142,Mizoram,Serchhip,,NH 54,23.281219,92.869608,Debris,Flow,31 May 2025,1,2025-05-31,True,50.1,501.0,ok,1046.0,50.9584343244126,293.98596697505184
23855,MIZ/SER/84A15/2025/143,Mizoram,Serchhip,,NH 54,23.274148,92.871011,Debris,Flow,31 May 2025,1,2025-05-31,True,50.1,501.0,ok,1089.0,25.39070345368147,292.0083073382753
23856,MIZ/SER/84A15/2025/144,Mizoram,Serchhip,,NH 54,23.272548,92.874296,Earth,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok,1024.0,34.42690302226077,330.7949947068481
23857,MIZ/SER/84A15/2025/145,Mizoram,Serchhip,,NH 54,23.271227,92.874544,Debris,Slide,01 June 2025,1,2025-06-01,True,124.5,1245.0,ok,945.0,29.83991562866481,312.57197741557377
23858,MIZ/SER/84A15/2025/146,Mizoram,Serchhip,,NH 54,23.270548,92.877577,Debris,Flow,01 June 2025,1,2025-06-01,True,124.5,1245.0,ok,1087.0,33.0691107905097,308.3770864923513
23859,MIZ/SER/84A15/2025/147,Mizoram,Serchhip,,NH 54,23.67701,92.87895,Debris,Flow,01 June 2025,1,2025-06-01,True,126.6,1266.0,ok,407.0,18.91722699445784,55.516078915170176
23860,MIZ/SER/84A16/2025/148,Mizoram,Serchhip,,Keitum,23.243855,92.905242,Debris,Slide,31 May 2025,1,2025-05-31,True,52.6,526.0,ok,745.0,35.228267977050216,323.26646790927646
23861,MIZ/SER/84A15/2025/149,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.286735,92.85703,Debris,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok,882.0,34.728970329215684,47.43134662184546
23862,MIZ/SER/84A15/2025/150,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.284565,92.857096,Debris,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok,830.0,31.110939058995,128.04214924012496
23863,MIZ/SER/84A15/2025/151,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.281443,92.840145,Debris,Slide,01 June 2025,1,2025-06-01,True,124.5,1245.0,ok,662.0,42.887819448813694,238.5174072764167
23864,MIZ/SER/84A15/2025/152,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.280947,92.8367,Rock,Slide,01 June 2025,1,2025-06-01,True,124.5,1245.0,ok,621.0,38.171657656090005,32.50741825986859
23865,MIZ/SER/84A15/2025/153,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.288276,92.830821,Debris,Slide,31 May 2025,1,2025-05-31,True,50.1,501.0,ok,550.0,25.334943275818954,328.63052456503914
23866,MIZ/SER/84A11/2025/154,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.293863,92.741368,Debris,slide,01 June 2025,1,2025-06-01,True,130.1,1301.0,ok,771.0,26.65543113029633,312.567124718027
23867,MIZ/SER/84A11/2025/155,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.295774,92.740012,Debris,slide,01 June 2025,1,2025-06-01,True,130.1,1301.0,ok,745.0,25.046093909545565,311.10638209845206
23868,MIZ/SER/84A11/2025/156,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.30265,92.742945,Debris,slide,01 June 2025,1,2025-06-01,True,124.7,1247.0,ok,698.0,26.00138397164462,244.47167063504696
23869,MIZ/SER/84A11/2025/157,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.307135,92.707624,Debris,Flow,31 May 2025,1,2025-05-31,True,49.8,498.0,ok,458.0,34.73120128468471,47.43572295190116
23870,MIZ/SER/84A11/2025/158,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.306409,92.706083,Debris,Slide,31 May 2025,1,2025-05-31,True,49.8,498.0,ok,415.0,24.760460251370915,348.9968657263703
23871,MIZ/SER/84A11/2025/159,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.306012,92.704212,Debris,Flow,31 May 2025,1,2025-05-31,True,49.8,498.0,ok,433.0,27.55535715185783,333.98287357891843
23872,MIZ/SER/84A11/2025/160,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.300291,92.69577,Debris,Flow,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok,358.0,27.187200586997022,38.09411286960347
23873,MIZ/SER/84A11/2025/161,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.299806,92.694901,Debris,Flow,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok,347.0,23.653266169719128,4.611003194767562
23874,MIZ/SER/84A11/2025/162,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.299312,92.692614,Debris,Flow,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok,418.0,16.670380358738328,13.601503332081336
23875,MIZ/LUNG/84A11/2025/163,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.297521,92.689449,Debris,Flow,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok,311.0,27.578737894212303,338.23725269255385
23876,MIZ/LUNG/84A11/2025/164,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.30374,92.672816,Debris,Slide,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok,553.0,10.511248618936772,163.4610819578146
23877,MIZ/LUNG/84A11/2025/165,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.304123,92.671521,Debris,Flow,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok,574.0,31.37999466652601,142.68606599567198
23878,MIZ/LUNG/84A11/2025/166,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.306105,92.671296,Debris,Flow,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok,517.0,28.018830928070567,83.01866499112849
23879,MIZ/LUNG/84A11/2025/167,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.306338,92.666573,Debris,Flow,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok,686.0,27.91263109914913,152.2713258668404
23880,MIZ/LUNG/84A11/2025/168,Mizoram,Lunglei,,New Khawlek,23.32044,92.643229,Debris,Slide,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok,718.0,12.103713964441408,138.93859553617827
23881,MIZ/LUNG/84A11/2025/169,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.301901,92.649401,Debris,Slide,01 June 2025,1,2025-06-01,True,129.9,1299.0,ok,725.0,23.438189695862903,282.9314482843513
23882,MIZ/LUNG/84A12/2025/170,Mizoram,Lunglei,,Buarpui,23.246611,92.655112,Debris,Slide,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok,405.0,21.66224847531248,248.50658753531368
23883,MIZ/LUNG/84A12/2025/171,Mizoram,Lunglei,,West Bungtlang to Changpui road,23.2388,92.636923,Earth,Slide,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok,793.0,22.908506516236457,163.05283379873427
23884,MIZ/LUNG/84A12/2025/172,Mizoram,Lunglei,,West Bungtlang to Changpui road,23.234538,92.637234,Debris,Slide,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok,817.0,21.89421958380148,298.86964521059895
23885,MIZ/LUNG/84A12/2025/173,Mizoram,Lunglei,,West Bungtlang to Changpui road,23.206413,92.632701,Debris,Slide,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok,549.0,18.78280729906028,211.1513593201848
23886,MIZ/LUNG/84A12/2025/174,Mizoram,Lunglei,,West Bungtlang to Changpui road,23.197283,92.632661,Earth,Slide,01 June 2025,1,2025-06-01,True,120.7,1207.0,ok,591.0,23.796670209784427,94.20552282268098
23887,MIZ/LUNG/84A12/2025/175,Mizoram,Lunglei,,Changpui,23.174558,92.612556,Earth,Slide,01 June 2025,1,2025-06-01,True,120.7,1207.0,ok,771.0,3.834647564637801,195.21328766997337
23888,MIZ/LUNG/84A12/2025/176,Mizoram,Lunglei,,Changpui,23.1739,92.611378,Debris,Slide,01 June 2025,1,2025-06-01,True,120.7,1207.0,ok,785.0,13.156266830323194,258.0223140883565
23889,MIZ/LUNG/84A12/2025/177,Mizoram,Lunglei,,Changpui,23.173258,92.611929,Debris,Flow,01 June 2025,1,2025-06-01,True,120.7,1207.0,ok,793.0,17.653331202499288,275.83233861271344
23890,MIZ/LUNG/84A12/2025/178,Mizoram,Lunglei,,Changpui,23.17252,92.611434,Debris,Flow,01 June 2025,1,2025-06-01,True,120.7,1207.0,ok,806.0,19.125187833693094,168.2944240443383
23891,MIZ/LUNG/84A12/2025/179,Mizoram,Lunglei,,Changpui,23.172659,92.611828,Earth,Slide,01 June 2025,1,2025-06-01,True,120.7,1207.0,ok,800.0,17.835894986333983,225.28674735323887
23892,MIZ/LUNG/84A12/2025/180,Mizoram,Lunglei,,Thenhlum,23.198272,92.589291,Earth,Slide,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok,704.0,4.729868501064711,167.72419197871545
23893,MIZ/LUNG/84A12/2025/181,Mizoram,Lunglei,,Thenhlum,23.198961,92.590043,Earth,Slide,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok,687.0,20.928184809847654,152.61217357104613
23894,MIZ/LUNG/84A12/2025/182,Mizoram,Lunglei,,Thenhlum,23.199095,92.586671,Earth,Flow,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok,719.0,7.635342257674028,164.7840508368052
23895,MIZ/LUNG/84A12/2025/183,Mizoram,Lunglei,,Thenhlum,23.199415,92.585883,Earth,Flow,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok,709.0,16.478167726738096,169.72228428124862
23896,MIZ/LUNG/84A12/2025/184,Mizoram,Lunglei,,Thenhlum,23.200105,92.584517,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,705.0,15.37003046851347,180.0
23897,MIZ/LUNG/84A12/2025/185,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.200655,92.5813,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,737.0,24.61487802757079,112.84414944119531
23898,MIZ/LUNG/84A12/2025/186,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.201843,92.579666,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,728.0,17.82521674875031,138.96384378683277
23899,MIZ/LUNG/84A12/2025/187,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.202247,92.57903,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,736.0,24.352146836618893,135.60218604624967
23900,MIZ/LUNG/84A12/2025/188,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.203107,92.577972,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,749.0,20.37428654829221,121.4975782781241
23901,MIZ/LUNG/84A12/2025/189,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.203903,92.576807,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,756.0,21.645970783058434,153.68528532169682
23902,MIZ/LUNG/84A12/2025/190,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.204282,92.576174,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,770.0,26.10228764281159,142.37940272645622
23903,MIZ/LUNG/84A12/2025/191,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.204481,92.575792,Earth,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,768.0,28.72657902909512,135.07608738166823
23904,MIZ/LUNG/84A12/2025/192,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.205193,92.574684,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,774.0,37.77192469155231,122.85654922063964
23905,MIZ/LUNG/84A12/2025/193,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.214589,92.572672,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,818.0,19.19207549796834,106.1838690188846
23906,MIZ/LUNG/84A12/2025/194,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.212919,92.558022,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,863.0,14.316036001250898,63.67051824378261
23907,MIZ/LUNG/84A12/2025/195,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.207082,92.509726,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,735.0,10.141735214130286,280.4156845993152
23908,MIZ/LUNG/84A12/2025/196,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.195616,92.546251,Debris,Slide,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok,579.0,16.32251222658861,253.9738589265342
23909,MIZ/LUNG/84A12/2025/197,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.19796,92.543304,Debris,Slide,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok,580.0,32.583606473827714,155.6143724113278
23910,MIZ/LUNG/84A12/2025/198,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.190022,92.554302,Debris,Flow,01 June 2025,1,2025-06-01,True,114.6,1146.0,ok,631.0,17.2024728386766,340.0677033740224
23911,MIZ/LUNG/84A12/2025/199,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.21035,92.539589,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,689.0,28.18828547030616,41.03796238111925
23912,MIZ/LUNG/84A12/2025/200,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.208921,92.541174,Earth,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,669.0,22.28744366773108,120.85401435297048
23913,MIZ/LUNG/84A12/2025/201,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.208823,92.53749,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,726.0,11.22339228414512,153.68444712960812
23914,MIZ/LUNG/84A12/2025/202,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.206239,92.491221,Debris,Slide,01 June 2025,1,2025-06-01,True,128.3,1283.0,ok,645.0,20.28221299365866,45.568052034992014
23915,MIZ/LUNG/84A12/2025/203,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.20549,92.543278,Earth,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,651.0,22.7453115523609,152.50937141597123
23916,MIZ/LUNG/84A12/2025/204,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.219631,92.563324,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,922.0,25.576002821723392,331.45073853529266
23917,MIZ/LUNG/84A12/2025/205,Mizoram,Lunglei,,Tleu,23.204981,92.534603,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,776.0,6.302461175818009,28.54662403775376
23918,MIZ/LUNG/84A12/2025/206,Mizoram,Lunglei,,Tleu,23.206253,92.533605,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,791.0,15.200621284158178,283.7712349758148
23919,MIZ/LUNG/84A12/2025/207,Mizoram,Lunglei,,Tleu to West Bunghmun,23.209857,92.500587,Debris,Slide,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,611.0,21.698387162489578,347.22808416569103
23920,MIZ/LUNG/84A08/2025/208,Mizoram,Lunglei,,Tleu to West Bunghmun,23.206239,92.491221,Debris,Slide,01 June 2025,1,2025-06-01,True,128.3,1283.0,ok,645.0,20.28221299365866,45.568052034992014
23921,MIZ/LUNG/84A08/2025/209,Mizoram,Lunglei,,Tleu to West Bunghmun,23.199961,92.488796,Debris,Slide,01 June 2025,1,2025-06-01,True,121.3,1213.0,ok,725.0,13.951320720259972,112.9874548040804
23922,MIZ/LUNG/84A08/2025/210,Mizoram,Lunglei,,West Bunghmun,23.17824,92.491031,Debris,Slide,01 June 2025,1,2025-06-01,True,121.3,1213.0,ok,762.0,18.65979298319657,98.25881819448315
23923,MIZ/LUNG/84A08/2025/211,Mizoram,Lunglei,,West Bunghmun,23.180969,92.488193,Debris,Slide,01 June 2025,1,2025-06-01,True,121.3,1213.0,ok,773.0,15.743094966442918,273.28826438870885
23924,MIZ/LUNG/84A08/2025/212,Mizoram,Lunglei,,West Bunghmun cemetary,23.180354,92.486971,Debris,Slide,01 June 2025,1,2025-06-01,True,121.3,1213.0,ok,744.0,8.909008679176942,308.2362020347396
23925,MIZ/LUNG/84A08/2025/213,Mizoram,Lunglei,,West Bunghmun,23.182466,92.487731,Debris,Flow,01 June 2025,1,2025-06-01,True,121.3,1213.0,ok,785.0,8.37681402868043,208.54257461605323
23926,MIZ/LUNG/84A12/2025/214,Mizoram,Lunglei,,Tleu,23.204706,92.533825,Debris,Flow,01 June 2025,1,2025-06-01,True,135.8,1358.0,ok,775.0,11.84496920372536,247.32609223532927
23927,MIZ/LUNG/84A11/2025/215,Mizoram,Lunglei,,West Bungtlang,23.251004,92.63667,Debris,Flow,01 June 2025,1,2025-06-01,True,136.9,1369.0,ok,749.0,8.891777220124474,34.22536726684487
23928,MIZ/SER/84A16/2025/216,Mizoram,Serchhip,,Keitum,23.234898,92.911307,Earth,Slide,01 June 2025,1,2025-06-01,True,118.4,1184.0,ok,670.0,10.082605703032954,117.0441910268917
23929,MIZ/SER/84A16/2025/217,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.225619,92.924909,Earth,Slide,01 June 2025,1,2025-06-01,True,118.4,1184.0,ok,451.0,32.39634978978827,186.368369010589
23930,MIZ/SER/84A16/2025/218,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.223807,92.944448,Debris,Flow,01 June 2025,1,2025-06-01,True,118.4,1184.0,ok,485.0,8.377397313814779,28.55001363619292
23931,MIZ/SER/84A16/2025/219,Mizoram,Serchhip,,Khawlailung,23.21795,92.998007,Debris,Slide,01 June 2025,1,2025-06-01,True,118.4,1184.0,ok,1110.0,32.068995328729336,296.0227897554573
23932,MIZ/SER/84A16/2025/220,Mizoram,Serchhip,,Khawlailung,23.217324,92.99812,Debris,Flow,01 June 2025,1,2025-06-01,True,118.4,1184.0,ok,1082.0,18.979752380565102,256.4042814008703
23933,MIZ/SER/84E04/2025/221,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.19917,93.000199,Debris,Flow,01 June 2025,1,2025-06-01,True,117.6,1176.0,ok,768.0,36.87379236933969,337.9605732388938
23934,MIZ/SER/84E04/2025/222,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.1915,93.011024,Debris,Slide,31 May 2025,1,2025-05-31,True,37.8,378.0,ok,875.0,40.60066037479898,317.36921835678675
23935,MIZ/SER/84E04/2025/223,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.183361,93.066742,Debris,Slide,31 May 2025,1,2025-05-31,True,37.8,378.0,ok,1033.0,30.441966671090388,155.22622981836588
23937,MIZ/KHAW/84E04/2025/225,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.229765,93.127521,Earth,Slide,31 May 2025,1,2025-05-31,True,35.2,352.0,ok,1009.0,28.06414393322735,328.12496283672573
23938,MIZ/KHAW/84E04/2025/226,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.2066,93.148665,Debris,Slide,01 June 2025,1,2025-06-01,True,101.4,1014.0,ok,830.0,32.64921389808645,278.70896610061084
23939,MIZ/KHAW/84E04/2025/227,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.197704,93.163019,Debris,Slide,31 May 2025,1,2025-05-31,True,30.4,304.0,ok,546.0,32.11065665225974,302.757463549098
23940,MIZ/CHAM/84E04/2025/228,Mizoram,Champhai,,Serchhip to Vaphai road,23.198136,93.166988,Debris,Flow,01 June 2025,1,2025-06-01,True,103.1,1031.0,ok,663.0,27.90847037067723,332.2904694023412
23941,MIZ/CHAM/84E04/2025/229,Mizoram,Champhai,,Serchhip to Vaphai road,23.177311,93.198157,Debris,Flow,01 June 2025,1,2025-06-01,True,103.1,1031.0,ok,1149.0,15.1976619311991,283.7741020855966
23943,MIZ/KHAW/84E08/2025/231,Mizoram,Khawzawl,,Vaphai,23.14788,93.323791,Debris,Slide,01 June 2025,1,2025-06-01,True,80.6,806.0,ok,1548.0,21.444889449617232,42.18589793769496
23944,MIZ/KHAW/84E03/2025/232,Mizoram,Khawzawl,,NH 6,23.486306,93.220639,Debris,Slide,12 June 2025,1,2025-06-12,True,0.0,0.0,ok,819.0,25.064055962432363,131.06555846727747
23945,MIZ/KHAW/84E02/2025/233,Mizoram,Khawzawl,,NH 6,23.544052,93.155591,Debris,Slide,14 June 2025,1,2025-06-14,True,15.2,152.0,ok,1004.0,26.79954319370218,129.808231759204
23946,MIZ/KHAW/84E02/2025/234,Mizoram,Khawzawl,,NH 6,23.545766,93.147931,Debris,Slide,14 June 2025,1,2025-06-14,True,15.2,152.0,ok,946.0,30.616641558088347,112.49015109888784
23947,MIZ/KHAW/84E02/2025/235,Mizoram,Khawzawl,,NH 6,23.5266,93.192968,Debris,Slide,14 June 2025,1,2025-06-14,True,15.2,152.0,ok,1187.0,29.308090803217244,133.73346915071596
23948,MIZ/SAI/84A14/2025/236,Mizoram,Saitual,,NH 6,23.667553,92.89259,Rock,Slide,15 June 2025,1,2025-06-15,True,54.3,543.0,ok,372.0,22.1804721783708,7.4643801484759535
23949,MIZ/SAI/84A14/2025/237,Mizoram,Saitual,,outside Maite,23.527592,92.984969,Debris,Subsidence,31 May 2025,1,2025-05-31,True,38.2,382.0,ok,1342.0,26.40415718119556,167.69460376674712
23950,MIZ/AIZ/84A14/2025/238,Mizoram,Aizawl,,NH 6,23.700835,92.877449,Debris,Slide,15 June 2025,1,2025-06-15,True,72.5,725.0,ok,527.0,23.80962697820156,42.870412017595605
23951,MIZ/AIZ/84A13/2025/239,Mizoram,Aizawl,,Sesawng,23.760466,92.848969,Debris,Flow,31 May 2025,1,2025-05-31,True,84.1,841.0,ok,829.0,14.793330487615783,348.42230965844203
